name,streaming,network,mentions,score,consecutive,gain,total mentions,total top,last date,total score,week added
Love,N/A,MBC,102,544,0,0,0,0,,0,1
Peacemaker,HBO Max,,36,341,0,0,0,0,,0,1
Dark,Netflix,,32,301,0,0,0,0,,0,1
Move,Netflix,,30,34,0,0,0,0,,0,1
House,N/A,FOX,24,178,0,0,0,0,,0,1
Stone,N/A,ABC,23,181,0,0,0,0,,0,1
Lost,N/A,jTBC,23,158,0,0,0,0,,0,1
Delete,N/A,REELZ,23,105,0,0,0,0,,0,1
Woman,N/A,NTV,22,186,0,0,0,0,,0,1
The Act,Hulu,,20,128,0,0,0,0,,0,1
Pose,N/A,FX,20,96,0,0,0,0,,0,1
Station Eleven,HBO Max,,19,218,0,0,0,0,,0,1
Murder,N/A,BBC Two,19,159,0,0,0,0,,0,1
Television,N/A,ITV1,19,108,0,0,0,0,,0,1
Class,BBC Three,,19,69,0,0,0,0,,0,1
Hero,N/A,MBC,18,91,0,0,0,0,,0,1
Honest,N/A,ITV1,17,171,0,0,0,0,,0,1
Ozark,Netflix,,17,169,0,0,0,0,,0,1
Cross,Prime Video,,17,149,0,0,0,0,,0,1
The Americans,N/A,NBC,17,88,0,0,0,0,,0,1
Trying,Apple TV+,,17,76,0,0,0,0,,0,1
All of Us,N/A,The CW,16,132,0,0,0,0,,0,1
All of Us Are Dead,Netflix,,16,132,0,0,0,0,,0,1
Away,Netflix,,16,87,0,0,0,0,,0,1
Itch,N/A,ABC ME,16,75,0,0,0,0,,0,1
The Wire,N/A,HBO,15,179,0,0,0,0,,0,1
In the House,N/A,UPN,15,145,0,0,0,0,,0,1
The House,Netflix,,15,145,0,0,0,0,,0,1
Review,N/A,Comedy Central,15,110,0,0,0,0,,0,1
Evil,Paramount+,,15,74,0,0,0,0,,0,1
Reacher,Prime Video,,15,64,0,0,0,0,,0,1
Yellowjackets,N/A,Showtime,14,213,0,0,0,0,,0,1
The Street,N/A,BBC One,14,137,0,0,0,0,,0,1
E Street,N/A,Network 10,14,137,0,0,0,0,,0,1
The Window,Streamz,,14,136,0,0,0,0,,0,1
This Week,N/A,BBC One,14,125,0,0,0,0,,0,1
Brot,N/A,Ríkisútvarpið,14,122,0,0,0,0,,0,1
Thriller,N/A,ITV1,14,96,0,0,0,0,,0,1
Blood,N/A,Virgin Media One,14,63,0,0,0,0,,0,1
Euphoria,N/A,HOT3,13,115,0,0,0,0,,0,1
Treme,N/A,HBO,13,54,0,0,0,0,,0,1
Sona,YouTube,,13,39,0,0,0,0,,0,1
Today,N/A,NBC,12,172,0,0,0,0,,0,1
The After,Prime Video,,12,168,0,0,0,0,,0,1
Archive 81,Netflix,,12,84,0,0,0,0,,0,1
Loving,N/A,ABC,12,79,0,0,0,0,,0,1
Cane,N/A,CBS,12,59,0,0,0,0,,0,1
Arcane,Netflix,,12,59,0,0,0,0,,0,1
Shadow,Netflix,,12,53,0,0,0,0,,0,1
Banshee,N/A,Cinemax,12,47,0,0,0,0,,0,1
Believe,N/A,NBC,12,46,0,0,0,0,,0,1
Release,Topic,,12,40,0,0,0,0,,0,1
