name,streaming,network,mentions,score,consecutive,gain,total mentions,total top,last date,total score,week added
Love,N/A,MBC,88,471,0,0,0,0,,0,1
Severance,Apple TV+,,53,648,0,0,0,0,,0,1
Pachinko,Apple TV+,,22,234,0,0,0,0,,0,1
Flag,N/A,Sky PerfecTV,21,207,0,0,0,0,,0,1
Moon Knight,Disney+,,21,135,0,0,0,0,,0,1
Black,N/A,OCN,21,131,0,0,0,0,,0,1
Halo,Paramount+,,20,132,0,0,0,0,,0,1
The Act,Hulu,,19,122,0,0,0,0,,0,1
Lost,N/A,jTBC,19,111,0,0,0,0,,0,1
Our Flag Means Death,HBO Max,,18,197,0,0,0,0,,0,1
VICE,N/A,Showtime,18,72,0,0,0,0,,0,1
Happy,N/A,NBC,17,105,0,0,0,0,,0,1
Atlanta,N/A,FX,16,212,0,0,0,0,,0,1
House,N/A,FOX,16,101,0,0,0,0,,0,1
Television,N/A,ITV1,15,154,0,0,0,0,,0,1
Sona,YouTube,,15,107,0,0,0,0,,0,1
Bridgerton,Netflix,,15,54,0,0,0,0,,0,1
Winning Time: The Rise of the Lakers Dynasty,N/A,HBO,13,103,0,0,0,0,,0,1
This Week,N/A,BBC One,13,92,0,0,0,0,,0,1
Dark,Netflix,,13,64,0,0,0,0,,0,1
Trying,Apple TV+,,13,63,0,0,0,0,,0,1
Loving,N/A,ABC,13,59,0,0,0,0,,0,1
Honest,N/A,ITV1,13,50,0,0,0,0,,0,1
Itch,N/A,ABC ME,13,32,0,0,0,0,,0,1
Minx,HBO Max,,12,113,0,0,0,0,,0,1
Family,N/A,ITV1,12,103,0,0,0,0,,0,1
The Gilded Age,N/A,HBO,12,92,0,0,0,0,,0,1
Reacher,Prime Video,,12,25,0,0,0,0,,0,1
Away,Netflix,,11,90,0,0,0,0,,0,1
Breaking Bad,N/A,AMC,11,84,0,0,0,0,,0,1
Snowfall,N/A,FX,11,58,0,0,0,0,,0,1
Rain,MX Player,,11,32,0,0,0,0,,0,1
Succession,N/A,HBO,10,159,0,0,0,0,,0,1
rage,N/A,ABC,10,105,0,0,0,0,,0,1
Peacemaker,HBO Max,,10,82,0,0,0,0,,0,1
Norm,N/A,ABC,10,71,0,0,0,0,,0,1
The Wire,N/A,HBO,10,60,0,0,0,0,,0,1
Missing,N/A,BBC One,10,56,0,0,0,0,,0,1
Amazon,N/A,Syndication,10,46,0,0,0,0,,0,1
Human,Disney+ Hotstar,,10,42,0,0,0,0,,0,1
Ted Lasso,Apple TV+,,10,35,0,0,0,0,,0,1
Power,N/A,STARZ,10,34,0,0,0,0,,0,1
Delete,N/A,REELZ,10,18,0,0,0,0,,0,1
Raised by Wolves,HBO Max,,9,101,0,0,0,0,,0,1
