name,streaming,network,mentions,score,consecutive,gain,total mentions,total top,last date,total score,week added
Strange,N/A,BBC One,115,1130,0,0,0,0,,0,1
Stranger,N/A,tvN,109,1108,0,0,0,0,,0,1
Stranger Things,Netflix,,106,1066,0,0,0,0,,0,1
Love,N/A,MBC,100,566,0,0,0,0,,0,1
Barry,N/A,HBO,53,449,0,0,0,0,,0,1
Dark,Netflix,,36,215,0,0,0,0,,0,1
Better Call Saul,N/A,AMC,30,353,0,0,0,0,,0,1
Anne,N/A,ITV1,27,214,0,0,0,0,,0,1
Delete,N/A,REELZ,22,119,0,0,0,0,,0,1
The Act,Hulu,,22,95,0,0,0,0,,0,1
The Boys,Prime Video,,19,112,0,0,0,0,,0,1
Release,Topic,,18,63,0,0,0,0,,0,1
Catch,N/A,NPO 3,17,132,0,0,0,0,,0,1
Shining Girls,Apple TV+,,17,111,0,0,0,0,,0,1
Breaking Bad,N/A,AMC,17,74,0,0,0,0,,0,1
Case,N/A,Stöð 2,17,74,0,0,0,0,,0,1
Lost,N/A,jTBC,17,38,0,0,0,0,,0,1
Trying,Apple TV+,,16,104,0,0,0,0,,0,1
Outer Range,Prime Video,,16,86,0,0,0,0,,0,1
Night Sky,Prime Video,,16,83,0,0,0,0,,0,1
We Own This City,N/A,HBO,15,206,0,0,0,0,,0,1
VICE,N/A,Showtime,15,88,0,0,0,0,,0,1
Family,N/A,ITV1,14,131,0,0,0,0,,0,1
Friends,N/A,ABC,14,74,0,0,0,0,,0,1
Away,Netflix,,14,68,0,0,0,0,,0,1
Detective,N/A,Lifetime,14,56,0,0,0,0,,0,1
Under the Banner of Heaven,Hulu,,13,150,0,0,0,0,,0,1
Obi-Wan Kenobi,Disney+,,13,113,0,0,0,0,,0,1
Loving,N/A,ABC,13,108,0,0,0,0,,0,1
Hack,N/A,CBS,13,88,0,0,0,0,,0,1
Hacks,HBO Max,,13,88,0,0,0,0,,0,1
Bosch,Prime Video,,13,60,0,0,0,0,,0,1
Black,N/A,OCN,13,31,0,0,0,0,,0,1
Severance,Apple TV+,,12,137,0,0,0,0,,0,1
Anno,N/A,NRK1,12,104,0,0,0,0,,0,1
House,N/A,FOX,12,102,0,0,0,0,,0,1
Huge,N/A,FreeForm,12,77,0,0,0,0,,0,1
Ozark,Netflix,,12,62,0,0,0,0,,0,1
Star Trek,N/A,NBC,12,47,0,0,0,0,,0,1
Honest,N/A,ITV1,12,41,0,0,0,0,,0,1
rage,N/A,ABC,12,26,0,0,0,0,,0,1
Persona,Netflix,,12,19,0,0,0,0,,0,1
Sona,YouTube,,12,19,0,0,0,0,,0,1
Move,Netflix,,12,4,0,0,0,0,,0,1
This Week,N/A,BBC One,11,134,0,0,0,0,,0,1
Money,N/A,BBC Two,11,118,0,0,0,0,,0,1
Treme,N/A,HBO,11,62,0,0,0,0,,0,1
Baby,Netflix,,11,58,0,0,0,0,,0,1
Sort Of,CBC Gem,,11,55,0,0,0,0,,0,1
Review,N/A,Comedy Central,10,90,0,0,0,0,,0,1
Happy,N/A,NBC,10,54,0,0,0,0,,0,1
The Staircase,HBO Max,,10,49,0,0,0,0,,0,1
Trop,ICI Tou.tv,,10,32,0,0,0,0,,0,1
Easy,Netflix,,9,92,0,0,0,0,,0,1
Winning Time: The Rise of the Lakers Dynasty,N/A,HBO,9,85,0,0,0,0,,0,1
Tonight,N/A,ITV1,9,60,0,0,0,0,,0,1
Atlanta,N/A,FX,9,51,0,0,0,0,,0,1
Amazon,N/A,Syndication,9,51,0,0,0,0,,0,1
Released,N/A,Oprah Winfrey Network,9,41,0,0,0,0,,0,1
The Baby,N/A,HBO,9,38,0,0,0,0,,0,1
True Detective,N/A,HBO,9,37,0,0,0,0,,0,1
Today,N/A,NBC,9,37,0,0,0,0,,0,1
Chase,N/A,NBC,9,36,0,0,0,0,,0,1
Cult,N/A,The CW,9,36,0,0,0,0,,0,1
The Writer,N/A,MBC Drama,9,35,0,0,0,0,,0,1
Shoresy,CraveTV,,9,32,0,0,0,0,,0,1
Cross,Prime Video,,9,30,0,0,0,0,,0,1
Reacher,Prime Video,,9,29,0,0,0,0,,0,1
The Man Who Fell to Earth,N/A,Showtime,9,28,0,0,0,0,,0,1
Rain,MX Player,,9,21,0,0,0,0,,0,1
Woke,Hulu,,9,18,0,0,0,0,,0,1
Sign,N/A,TV Asahi,8,90,0,0,0,0,,0,1
Return,N/A,SBS,8,79,0,0,0,0,,0,1
The Plot,Disney+,,8,62,0,0,0,0,,0,1
Peacemaker,HBO Max,,8,50,0,0,0,0,,0,1
Brot,N/A,Ríkisútvarpið,8,48,0,0,0,0,,0,1
Aspe,N/A,VTM,8,37,0,0,0,0,,0,1
Believe,N/A,NBC,8,31,0,0,0,0,,0,1
Ted Lasso,Apple TV+,,8,31,0,0,0,0,,0,1
Mental,France tv slash,,8,27,0,0,0,0,,0,1
Mr. Robot,N/A,USA Network,8,26,0,0,0,0,,0,1
Power,N/A,STARZ,8,23,0,0,0,0,,0,1
Played,N/A,CTV,8,23,0,0,0,0,,0,1
Soundtrack,Netflix,,7,65,0,0,0,0,,0,1
The Wire,N/A,HBO,7,63,0,0,0,0,,0,1
The Americans,N/A,NBC,7,52,0,0,0,0,,0,1
Legacy,Youku,,7,49,0,0,0,0,,0,1
Space,N/A,CBS,7,48,0,0,0,0,,0,1
Ella,N/A,VTM,7,46,0,0,0,0,,0,1
Psych,N/A,USA Network,7,40,0,0,0,0,,0,1
Class,BBC Three,,7,40,0,0,0,0,,0,1
Major,N/A,NHK,7,29,0,0,0,0,,0,1
Gentleman Jack,N/A,BBC One,7,28,0,0,0,0,,0,1
New Worlds,N/A,Channel 4,7,27,0,0,0,0,,0,1
New World,Netflix,,7,27,0,0,0,0,,0,1
Rogue,N/A,Audience Network,7,26,0,0,0,0,,0,1
Casual,Hulu,,7,21,0,0,0,0,,0,1
Pachinko,Apple TV+,,6,98,0,0,0,0,,0,1
Caught,N/A,CBC,6,58,0,0,0,0,,0,1
Tokyo Vice,HBO Max,,6,53,0,0,0,0,,0,1
Epic,N/A,Destination America,6,51,0,0,0,0,,0,1
Itch,N/A,ABC ME,6,49,0,0,0,0,,0,1
STEVE,N/A,Syndication,6,48,0,0,0,0,,0,1
Slow Horses,Apple TV+,,6,47,0,0,0,0,,0,1
Wanted,N/A,SBS,6,45,0,0,0,0,,0,1
For All Mankind,Apple TV+,,6,44,0,0,0,0,,0,1
Stuck,N/A,TLC,6,42,0,0,0,0,,0,1
Safe,Netflix,,6,41,0,0,0,0,,0,1
The Dropout,Hulu,,6,41,0,0,0,0,,0,1
Kept,N/A,VH1,6,37,0,0,0,0,,0,1
The Flight Attendant,HBO Max,,6,35,0,0,0,0,,0,1
Limit,N/A,TV Tokyo,6,33,0,0,0,0,,0,1
Bull,N/A,CBS,6,31,0,0,0,0,,0,1
Gran,N/A,BBC One,6,31,0,0,0,0,,0,1
