name,streaming,network,mentions,score,consecutive,gain,total mentions,total top,last date,total score,week added
Love,N/A,MBC,103,595,0,0,0,0,,0,1
House of the Dragon,N/A,HBO,57,464,0,0,0,0,,0,1
House,N/A,FOX,47,422,0,0,0,0,,0,1
The Lord of the Rings: The Rings of Power,Prime Video,,40,390,0,0,0,0,,0,1
Power,N/A,STARZ,31,388,0,0,0,0,,0,1
Dark,Netflix,,27,106,0,0,0,0,,0,1
The Patient,Hulu,,21,229,0,0,0,0,,0,1
Honest,N/A,ITV1,21,114,0,0,0,0,,0,1
Punk,N/A,EPIX,20,250,0,0,0,0,,0,1
Cyberpunk: Edgerunners,Netflix,,20,250,0,0,0,0,,0,1
The Capture,BBC iPlayer,,20,141,0,0,0,0,,0,1
Family,N/A,ITV1,20,64,0,0,0,0,,0,1
Star Wars: Andor,Disney+,,19,196,0,0,0,0,,0,1
Cane,N/A,CBS,18,162,0,0,0,0,,0,1
Black,N/A,OCN,18,111,0,0,0,0,,0,1
Trying,Apple TV+,,18,55,0,0,0,0,,0,1
The Act,Hulu,,17,147,0,0,0,0,,0,1
Evil,Paramount+,,17,136,0,0,0,0,,0,1
MAID,Netflix,,17,114,0,0,0,0,,0,1
The Resort,Peacock,,17,81,0,0,0,0,,0,1
Succession,N/A,HBO,17,40,0,0,0,0,,0,1
Arcane,Netflix,,16,108,0,0,0,0,,0,1
Sona,YouTube,,16,63,0,0,0,0,,0,1
She-Hulk: Attorney at Law,Disney+,,15,178,0,0,0,0,,0,1
Loving,N/A,ABC,15,171,0,0,0,0,,0,1
Atlanta,N/A,FX,15,126,0,0,0,0,,0,1
Away,Netflix,,15,126,0,0,0,0,,0,1
Pantheon,AMC+,,15,117,0,0,0,0,,0,1
Better Call Saul,N/A,AMC,15,116,0,0,0,0,,0,1
Persona,Netflix,,15,61,0,0,0,0,,0,1
Game of Thrones,N/A,HBO,14,122,0,0,0,0,,0,1
Cobra,N/A,Syndication,14,121,0,0,0,0,,0,1
Cobra Kai,Netflix,,14,121,0,0,0,0,,0,1
COBRA,Sky Go,,14,121,0,0,0,0,,0,1
Primal,N/A,Adult Swim,14,98,0,0,0,0,,0,1
Breaking Bad,N/A,AMC,14,90,0,0,0,0,,0,1
Delete,N/A,REELZ,13,12,0,0,0,0,,0,1
Severance,Apple TV+,,12,198,0,0,0,0,,0,1
Dogs,Netflix,,12,116,0,0,0,0,,0,1
Catch,N/A,NPO 3,12,102,0,0,0,0,,0,1
Release,Topic,,12,38,0,0,0,0,,0,1
Sisters,N/A,Network 10,11,140,0,0,0,0,,0,1
Reservation Dogs,Hulu,,11,114,0,0,0,0,,0,1
Strange,N/A,BBC One,11,76,0,0,0,0,,0,1
Universe,N/A,BBC Two,11,74,0,0,0,0,,0,1
Monster: The Jeffrey Dahmer Story,Netflix,,11,73,0,0,0,0,,0,1
Cult,N/A,The CW,11,69,0,0,0,0,,0,1
Home,Apple TV+,,11,63,0,0,0,0,,0,1
Case,N/A,Stöð 2,11,54,0,0,0,0,,0,1
Huge,N/A,FreeForm,11,53,0,0,0,0,,0,1
Amazon,N/A,Syndication,11,39,0,0,0,0,,0,1
Move,Netflix,,11,37,0,0,0,0,,0,1
Kingdom,N/A,Mnet,11,30,0,0,0,0,,0,1
VICE,N/A,Showtime,11,29,0,0,0,0,,0,1
Review,N/A,Comedy Central,10,99,0,0,0,0,,0,1
The Great,Hulu,,10,97,0,0,0,0,,0,1
Television,N/A,ITV1,10,92,0,0,0,0,,0,1
Caught,N/A,CBC,10,80,0,0,0,0,,0,1
Happy,N/A,NBC,10,63,0,0,0,0,,0,1
Rick and Morty,N/A,Adult Swim,10,61,0,0,0,0,,0,1
Mad Men,N/A,AMC,10,56,0,0,0,0,,0,1
The Leftovers,N/A,HBO,10,54,0,0,0,0,,0,1
ReBoot,N/A,YTV,10,47,0,0,0,0,,0,1
Reboot,Hulu,,10,47,0,0,0,0,,0,1
Anne,N/A,ITV1,10,39,0,0,0,0,,0,1
Believe,N/A,NBC,10,37,0,0,0,0,,0,1
Released,N/A,Oprah Winfrey Network,10,26,0,0,0,0,,0,1
Welcome,N/A,KBS2,9,101,0,0,0,0,,0,1
STEVE,N/A,Syndication,9,98,0,0,0,0,,0,1
Sign,N/A,TV Asahi,9,95,0,0,0,0,,0,1
This Week,N/A,BBC One,9,92,0,0,0,0,,0,1
The Bear,Hulu,,9,85,0,0,0,0,,0,1
Anno,N/A,NRK1,9,64,0,0,0,0,,0,1
Itch,N/A,ABC ME,9,56,0,0,0,0,,0,1
Space,N/A,CBS,9,44,0,0,0,0,,0,1
Lost,N/A,jTBC,9,43,0,0,0,0,,0,1
The Wire,N/A,HBO,9,27,0,0,0,0,,0,1
Peacock,BBC iPlayer,,9,24,0,0,0,0,,0,1
rage,N/A,ABC,9,23,0,0,0,0,,0,1
Five,N/A,Fuji TV,8,129,0,0,0,0,,0,1
Bad Sisters,Apple TV+,,8,129,0,0,0,0,,0,1
Dope,Netflix,,8,112,0,0,0,0,,0,1
Welcome to Wrexham,Hulu,FX,8,94,0,0,0,0,,0,1
