name,streaming,network,mentions,score,consecutive,gain,total mentions,total top,last date,total score,week added
Love,N/A,MBC,68,549,0,0,0,0,,0,1
House,N/A,FOX,41,318,0,0,0,0,,0,1
House of the Dragon,N/A,HBO,32,274,0,0,0,0,,0,1
Black,N/A,OCN,30,172,0,0,0,0,,0,1
Family,N/A,ITV1,29,229,0,0,0,0,,0,1
Dark,Netflix,,29,187,0,0,0,0,,0,1
Star Wars: Andor,Disney+,,28,254,0,0,0,0,,0,1
The Lord of the Rings: The Rings of Power,Prime Video,,26,277,0,0,0,0,,0,1
Sisters,N/A,Network 10,26,262,0,0,0,0,,0,1
The Watch,N/A,BBC America,25,190,0,0,0,0,,0,1
Power,N/A,STARZ,24,275,0,0,0,0,,0,1
Bad Sisters,Apple TV+,,22,240,0,0,0,0,,0,1
Watcher,N/A,OCN,22,180,0,0,0,0,,0,1
The Watcher,Netflix,,21,179,0,0,0,0,,0,1
Television,N/A,ITV1,18,130,0,0,0,0,,0,1
Atlanta,N/A,FX,15,188,0,0,0,0,,0,1
Anne,N/A,ITV1,15,109,0,0,0,0,,0,1
The Act,Hulu,,15,93,0,0,0,0,,0,1
Review,N/A,Comedy Central,15,63,0,0,0,0,,0,1
The Bear,Hulu,,14,180,0,0,0,0,,0,1
She-Hulk: Attorney at Law,Disney+,,14,147,0,0,0,0,,0,1
Sona,YouTube,,14,115,0,0,0,0,,0,1
Empire,N/A,CBS,14,88,0,0,0,0,,0,1
Trying,Apple TV+,,14,67,0,0,0,0,,0,1
Interview with the Vampire,AMC+,,13,172,0,0,0,0,,0,1
Release,Topic,,13,65,0,0,0,0,,0,1
Murder,N/A,BBC Two,12,126,0,0,0,0,,0,1
Persona,Netflix,,12,112,0,0,0,0,,0,1
Shantaram,Apple TV+,,12,78,0,0,0,0,,0,1
Pantheon,AMC+,,12,64,0,0,0,0,,0,1
Case,N/A,Stöð 2,12,62,0,0,0,0,,0,1
Amazon,N/A,Syndication,12,39,0,0,0,0,,0,1
Thriller,N/A,ITV1,11,68,0,0,0,0,,0,1
rage,N/A,ABC,11,59,0,0,0,0,,0,1
Released,N/A,Oprah Winfrey Network,11,57,0,0,0,0,,0,1
Severance,Apple TV+,,11,56,0,0,0,0,,0,1
Delete,N/A,REELZ,11,48,0,0,0,0,,0,1
Blood,N/A,Virgin Media One,11,47,0,0,0,0,,0,1
Stone,N/A,ABC,11,43,0,0,0,0,,0,1
The Great,Hulu,,11,29,0,0,0,0,,0,1
The Patient,Hulu,,10,86,0,0,0,0,,0,1
Loving,N/A,ABC,10,81,0,0,0,0,,0,1
Honest,N/A,ITV1,10,80,0,0,0,0,,0,1
Welcome,N/A,KBS2,10,70,0,0,0,0,,0,1
Queen,MX Player,,10,69,0,0,0,0,,0,1
Monster: The Jeffrey Dahmer Story,Netflix,,10,67,0,0,0,0,,0,1
Psych,N/A,USA Network,10,53,0,0,0,0,,0,1
Psycho,N/A,ARTE,10,53,0,0,0,0,,0,1
Home,Apple TV+,,10,47,0,0,0,0,,0,1
Caught,N/A,CBC,10,45,0,0,0,0,,0,1
Wanted,N/A,SBS,10,32,0,0,0,0,,0,1
This Week,N/A,BBC One,9,94,0,0,0,0,,0,1
Evil,Paramount+,,9,81,0,0,0,0,,0,1
Itch,N/A,ABC ME,9,74,0,0,0,0,,0,1
Pose,N/A,FX,9,58,0,0,0,0,,0,1
Kept,N/A,VH1,9,48,0,0,0,0,,0,1
Midnight Mass,Netflix,,9,39,0,0,0,0,,0,1
Mr. Robot,N/A,USA Network,9,26,0,0,0,0,,0,1
Away,Netflix,,8,69,0,0,0,0,,0,1
Believe,N/A,NBC,8,67,0,0,0,0,,0,1
Happy,N/A,NBC,8,65,0,0,0,0,,0,1
The Americans,N/A,NBC,8,57,0,0,0,0,,0,1
Lore,Prime Video,,8,56,0,0,0,0,,0,1
Welcome to Wrexham,Hulu,FX,8,55,0,0,0,0,,0,1
School,N/A,BBC Two,8,50,0,0,0,0,,0,1
Out There,N/A,IFC,8,49,0,0,0,0,,0,1
The Writer,N/A,MBC Drama,8,48,0,0,0,0,,0,1
The One,Netflix,,8,47,0,0,0,0,,0,1
Liar,N/A,ITV1,8,42,0,0,0,0,,0,1
VICE,N/A,Showtime,8,36,0,0,0,0,,0,1
The Good Fight,Paramount+,,8,26,0,0,0,0,,0,1
Move,Netflix,,8,-6,0,0,0,0,,0,1
Cult,N/A,The CW,7,81,0,0,0,0,,0,1
The Leftovers,N/A,HBO,7,78,0,0,0,0,,0,1
Anno,N/A,NRK1,7,66,0,0,0,0,,0,1
Universe,N/A,BBC Two,7,62,0,0,0,0,,0,1
Derry Girls,N/A,Channel 4,7,57,0,0,0,0,,0,1
Becoming,Disney+,,7,51,0,0,0,0,,0,1
The Family,Netflix,,7,47,0,0,0,0,,0,1
Black Sails,N/A,STARZ,7,43,0,0,0,0,,0,1
The Old Man,N/A,FX,7,38,0,0,0,0,,0,1
Skin,N/A,FOX,7,37,0,0,0,0,,0,1
Treme,N/A,HBO,7,32,0,0,0,0,,0,1
Chance,Hulu,,7,27,0,0,0,0,,0,1
The Plot,Disney+,,7,23,0,0,0,0,,0,1
Black Bird,Apple TV+,,7,21,0,0,0,0,,0,1
Gangs of London,Now,,7,15,0,0,0,0,,0,1
Fortuna,N/A,NRK1,7,7,0,0,0,0,,0,1
Huge,N/A,FreeForm,6,76,0,0,0,0,,0,1
The White Lotus,N/A,HBO,6,65,0,0,0,0,,0,1
STEVE,N/A,Syndication,6,57,0,0,0,0,,0,1
Butterflies,N/A,BBC Two,6,53,0,0,0,0,,0,1
Suspect,N/A,Channel 4,6,46,0,0,0,0,,0,1
Succession,N/A,HBO,6,45,0,0,0,0,,0,1
The Midnight Club,Netflix,,6,44,0,0,0,0,,0,1
exception,Netflix,,6,40,0,0,0,0,,0,1
Sort Of,CBC Gem,,6,36,0,0,0,0,,0,1
Today,N/A,NBC,6,34,0,0,0,0,,0,1
Gran,N/A,BBC One,6,30,0,0,0,0,,0,1
Cross,Prime Video,,6,29,0,0,0,0,,0,1
Class,BBC Three,,6,28,0,0,0,0,,0,1
The Sinner,N/A,USA Network,6,28,0,0,0,0,,0,1
Soap,N/A,ABC,6,26,0,0,0,0,,0,1
Rome,N/A,HBO,6,25,0,0,0,0,,0,1
Narcos,Netflix,,6,23,0,0,0,0,,0,1
The Boys,Prime Video,,6,21,0,0,0,0,,0,1
The West,N/A,PBS,6,21,0,0,0,0,,0,1
Yellowstone,N/A,Paramount Network,6,19,0,0,0,0,,0,1
Zero,Netflix,,6,15,0,0,0,0,,0,1
Strange,N/A,BBC One,5,88,0,0,0,0,,0,1
Dogs,Netflix,,5,81,0,0,0,0,,0,1
