name,streaming,network,mentions,score,consecutive,gain,total mentions,total top,last date,total score,week added
Love,N/A,MBC,99,534,0,0,0,0,,0,1
Dark,Netflix,,44,297,0,0,0,0,,0,1
Star Wars: Andor,Disney+,,37,252,0,0,0,0,,0,1
The English,BBC iPlayer,,31,111,0,0,0,0,,0,1
Evil,Paramount+,,27,189,0,0,0,0,,0,1
The White Lotus,N/A,HBO,27,154,0,0,0,0,,0,1
Family,N/A,ITV1,27,97,0,0,0,0,,0,1
House,N/A,FOX,22,66,0,0,0,0,,0,1
The Devil,N/A,KBS2,21,165,0,0,0,0,,0,1
Black,N/A,OCN,19,51,0,0,0,0,,0,1
1899,Netflix,,18,148,0,0,0,0,,0,1
Anne,N/A,ITV1,18,50,0,0,0,0,,0,1
The Act,Hulu,,17,92,0,0,0,0,,0,1
Amazon,N/A,Syndication,17,74,0,0,0,0,,0,1
Stone,N/A,ABC,17,53,0,0,0,0,,0,1
The Crown,Netflix,,16,83,0,0,0,0,,0,1
Succession,N/A,HBO,16,72,0,0,0,0,,0,1
Detective,N/A,Lifetime,16,49,0,0,0,0,,0,1
The Peripheral,Prime Video,,15,114,0,0,0,0,,0,1
Thriller,N/A,ITV1,15,79,0,0,0,0,,0,1
Yellowstone,N/A,Paramount Network,15,50,0,0,0,0,,0,1
Woman,N/A,NTV,15,39,0,0,0,0,,0,1
Murder,N/A,BBC Two,15,34,0,0,0,0,,0,1
Rogue,N/A,Audience Network,14,85,0,0,0,0,,0,1
Midnight Mass,Netflix,,14,57,0,0,0,0,,0,1
Shadow,Netflix,,13,36,0,0,0,0,,0,1
Atlanta,N/A,FX,12,143,0,0,0,0,,0,1
The Devil's Hour,Prime Video,,12,104,0,0,0,0,,0,1
This Week,N/A,BBC One,12,86,0,0,0,0,,0,1
Hero,N/A,MBC,12,78,0,0,0,0,,0,1
Trying,Apple TV+,,12,69,0,0,0,0,,0,1
The Rig,Prime Video,,12,57,0,0,0,0,,0,1
House of the Dragon,N/A,HBO,12,48,0,0,0,0,,0,1
Interview with the Vampire,AMC+,,11,205,0,0,0,0,,0,1
Today,N/A,NBC,11,67,0,0,0,0,,0,1
The Capture,BBC iPlayer,,11,64,0,0,0,0,,0,1
Pantheon,AMC+,,11,58,0,0,0,0,,0,1
Pose,N/A,FX,11,37,0,0,0,0,,0,1
The Family,Netflix,,11,31,0,0,0,0,,0,1
Move,Netflix,,11,31,0,0,0,0,,0,1
Honour,N/A,ITV1,11,30,0,0,0,0,,0,1
The Shadow Line,N/A,BBC Two,11,23,0,0,0,0,,0,1
The Bear,Hulu,,10,85,0,0,0,0,,0,1
Heroes,N/A,CCTV-8,10,68,0,0,0,0,,0,1
Wanted,N/A,SBS,10,66,0,0,0,0,,0,1
Catch,N/A,NPO 3,10,58,0,0,0,0,,0,1
Major,N/A,NHK,10,55,0,0,0,0,,0,1
Honest,N/A,ITV1,10,45,0,0,0,0,,0,1
Missing,N/A,BBC One,10,34,0,0,0,0,,0,1
Away,Netflix,,10,34,0,0,0,0,,0,1
Review,N/A,Comedy Central,10,28,0,0,0,0,,0,1
The Honourable Woman,N/A,BBC Two,10,23,0,0,0,0,,0,1
Rising,Hill.TV,,10,22,0,0,0,0,,0,1
Blind,TVING,tvN,9,113,0,0,0,0,,0,1
Soap,N/A,ABC,9,75,0,0,0,0,,0,1
Television,N/A,ITV1,9,67,0,0,0,0,,0,1
SAS: Rogue Heroes,BBC iPlayer,,9,58,0,0,0,0,,0,1
Sent,N/A,HBO Asia,9,57,0,0,0,0,,0,1
Loving,N/A,ABC,9,53,0,0,0,0,,0,1
Sign,N/A,TV Asahi,9,52,0,0,0,0,,0,1
Treme,N/A,HBO,9,45,0,0,0,0,,0,1
Queen,MX Player,,9,44,0,0,0,0,,0,1
David,N/A,TNT,9,31,0,0,0,0,,0,1
Severance,Apple TV+,,9,31,0,0,0,0,,0,1
Black Earth Rising,N/A,BBC Two,9,21,0,0,0,0,,0,1
Trop,ICI Tou.tv,,9,10,0,0,0,0,,0,1
Peacock,BBC iPlayer,,8,61,0,0,0,0,,0,1
Sort Of,CBC Gem,,8,43,0,0,0,0,,0,1
Sona,YouTube,,8,42,0,0,0,0,,0,1
Let the Right One In,Showtime on Demand,Showtime,8,40,0,0,0,0,,0,1
Ares,Netflix,,8,36,0,0,0,0,,0,1
The Plot,Disney+,,8,34,0,0,0,0,,0,1
Strange,N/A,BBC One,8,29,0,0,0,0,,0,1
