name,streaming,network,mentions,score,consecutive,gain,total mentions,total top,last date,total score,week added
Love,N/A,MBC,91,532,0,0,0,0,,0,1
Peacemaker,HBO Max,,49,626,0,0,0,0,,0,1
Severance,Apple TV+,,40,481,0,0,0,0,,0,1
Stone,N/A,ABC,32,293,0,0,0,0,,0,1
Space,N/A,CBS,24,138,0,0,0,0,,0,1
Raised by Wolves,HBO Max,,19,281,0,0,0,0,,0,1
Dark,Netflix,,19,171,0,0,0,0,,0,1
Lost,N/A,jTBC,19,153,0,0,0,0,,0,1
Reacher,Prime Video,,18,118,0,0,0,0,,0,1
Anno,N/A,NRK1,18,101,0,0,0,0,,0,1
Sona,YouTube,,18,95,0,0,0,0,,0,1
Station Eleven,HBO Max,,17,158,0,0,0,0,,0,1
Review,N/A,Comedy Central,16,79,0,0,0,0,,0,1
Persona,Netflix,,15,84,0,0,0,0,,0,1
Space Force,Netflix,,14,104,0,0,0,0,,0,1
Today,N/A,NBC,14,86,0,0,0,0,,0,1
VICE,N/A,Showtime,14,85,0,0,0,0,,0,1
The Act,Hulu,,14,81,0,0,0,0,,0,1
Amazon,N/A,Syndication,14,72,0,0,0,0,,0,1
Trying,Apple TV+,,14,69,0,0,0,0,,0,1
Away,Netflix,,14,60,0,0,0,0,,0,1
Black,N/A,OCN,14,46,0,0,0,0,,0,1
The Rig,Prime Video,,13,183,0,0,0,0,,0,1
Delete,N/A,REELZ,13,114,0,0,0,0,,0,1
Strange,N/A,BBC One,13,105,0,0,0,0,,0,1
Honest,N/A,ITV1,13,98,0,0,0,0,,0,1
Thriller,N/A,ITV1,13,87,0,0,0,0,,0,1
Yellowjackets,N/A,Showtime,13,58,0,0,0,0,,0,1
Anna,N/A,Sky Atlantic,13,47,0,0,0,0,,0,1
Alien,N/A,FX,12,136,0,0,0,0,,0,1
Pose,N/A,FX,12,96,0,0,0,0,,0,1
The After,Prime Video,,12,92,0,0,0,0,,0,1
Ozark,Netflix,,12,92,0,0,0,0,,0,1
Woman,N/A,NTV,12,77,0,0,0,0,,0,1
Murder,N/A,BBC Two,12,75,0,0,0,0,,0,1
Archive 81,Netflix,,12,66,0,0,0,0,,0,1
Family,N/A,ITV1,12,53,0,0,0,0,,0,1
Cane,N/A,CBS,12,50,0,0,0,0,,0,1
Arcane,Netflix,,12,50,0,0,0,0,,0,1
Search,N/A,OCN,12,49,0,0,0,0,,0,1
Case,N/A,Stöð 2,12,31,0,0,0,0,,0,1
Loving,N/A,ABC,11,152,0,0,0,0,,0,1
Breaking Bad,N/A,AMC,11,99,0,0,0,0,,0,1
Television,N/A,ITV1,11,99,0,0,0,0,,0,1
House,N/A,FOX,11,67,0,0,0,0,,0,1
Norm,N/A,ABC,11,67,0,0,0,0,,0,1
Home,Apple TV+,,11,60,0,0,0,0,,0,1
Release,Topic,,10,132,0,0,0,0,,0,1
Succession,N/A,HBO,10,113,0,0,0,0,,0,1
Hero,N/A,MBC,10,74,0,0,0,0,,0,1
Kept,N/A,VH1,10,70,0,0,0,0,,0,1
Blind,TVING,tvN,10,52,0,0,0,0,,0,1
Barry,N/A,HBO,10,42,0,0,0,0,,0,1
Stranger,N/A,tvN,10,30,0,0,0,0,,0,1
Anne,N/A,ITV1,10,29,0,0,0,0,,0,1
The Plot,Disney+,,9,181,0,0,0,0,,0,1
Universe,N/A,BBC Two,9,153,0,0,0,0,,0,1
This Week,N/A,BBC One,9,135,0,0,0,0,,0,1
The Afterparty,Apple TV+,,9,72,0,0,0,0,,0,1
Tommy,N/A,CBS,9,70,0,0,0,0,,0,1
Rain,MX Player,,9,63,0,0,0,0,,0,1
Bel-Air,Peacock,,9,59,0,0,0,0,,0,1
School,N/A,BBC Two,9,53,0,0,0,0,,0,1
