name,streaming,network,mentions,score,consecutive,gain,total mentions,total top,last date,total score,week added
Love,N/A,MBC,106,710,0,0,0,0,,0,1
House of the Dragon,N/A,HBO,47,362,0,0,0,0,,0,1
Star Wars: Andor,Disney+,,45,350,0,0,0,0,,0,1
House,N/A,FOX,45,344,0,0,0,0,,0,1
Power,N/A,STARZ,29,207,0,0,0,0,,0,1
The Peripheral,Prime Video,,27,214,0,0,0,0,,0,1
The Lord of the Rings: The Rings of Power,Prime Video,,26,157,0,0,0,0,,0,1
Away,Netflix,,21,233,0,0,0,0,,0,1
Dark,Netflix,,21,179,0,0,0,0,,0,1
The Act,Hulu,,20,190,0,0,0,0,,0,1
Atlanta,N/A,FX,19,210,0,0,0,0,,0,1
Itch,N/A,ABC ME,18,81,0,0,0,0,,0,1
Black,N/A,OCN,18,63,0,0,0,0,,0,1
Anno,N/A,NRK1,17,116,0,0,0,0,,0,1
Family,N/A,ITV1,17,111,0,0,0,0,,0,1
Review,N/A,Comedy Central,17,98,0,0,0,0,,0,1
Gangs of London,Now,,16,58,0,0,0,0,,0,1
The Plot,Disney+,,15,101,0,0,0,0,,0,1
Murder,N/A,BBC Two,15,59,0,0,0,0,,0,1
Honest,N/A,ITV1,15,55,0,0,0,0,,0,1
The Americans,N/A,NBC,15,38,0,0,0,0,,0,1
Supernatural,N/A,BBC One,14,103,0,0,0,0,,0,1
Severance,Apple TV+,,14,77,0,0,0,0,,0,1
Loving,N/A,ABC,14,61,0,0,0,0,,0,1
Sona,YouTube,,13,117,0,0,0,0,,0,1
All In,N/A,SBS,13,104,0,0,0,0,,0,1
Evil,Paramount+,,13,100,0,0,0,0,,0,1
The Patient,Hulu,,13,91,0,0,0,0,,0,1
Delete,N/A,REELZ,13,59,0,0,0,0,,0,1
This Week,N/A,BBC One,12,159,0,0,0,0,,0,1
The Bear,Hulu,,12,82,0,0,0,0,,0,1
Sign,N/A,TV Asahi,12,75,0,0,0,0,,0,1
Watcher,N/A,OCN,12,51,0,0,0,0,,0,1
Aspe,N/A,VTM,12,48,0,0,0,0,,0,1
Detective,N/A,Lifetime,12,47,0,0,0,0,,0,1
The Watch,N/A,BBC America,12,45,0,0,0,0,,0,1
Interview with the Vampire,AMC+,,11,137,0,0,0,0,,0,1
Believe,N/A,NBC,11,119,0,0,0,0,,0,1
Cane,N/A,CBS,11,101,0,0,0,0,,0,1
Persona,Netflix,,11,100,0,0,0,0,,0,1
The Watcher,Netflix,,11,42,0,0,0,0,,0,1
Empire,N/A,CBS,11,30,0,0,0,0,,0,1
Succession,N/A,HBO,10,110,0,0,0,0,,0,1
Blind,TVING,tvN,10,91,0,0,0,0,,0,1
Guillermo del Toro's Cabinet of Curiosities,Netflix,,10,77,0,0,0,0,,0,1
Release,Topic,,10,77,0,0,0,0,,0,1
Catch,N/A,NPO 3,10,72,0,0,0,0,,0,1
Arcane,Netflix,,10,60,0,0,0,0,,0,1
Pose,N/A,FX,10,59,0,0,0,0,,0,1
School,N/A,BBC Two,10,57,0,0,0,0,,0,1
Sort Of,CBC Gem,,10,51,0,0,0,0,,0,1
Rogue,N/A,Audience Network,10,49,0,0,0,0,,0,1
Television,N/A,ITV1,10,39,0,0,0,0,,0,1
Space,N/A,CBS,10,35,0,0,0,0,,0,1
Strange,N/A,BBC One,10,30,0,0,0,0,,0,1
