name,streaming,network,mentions,score,consecutive,gain,total mentions,total top,last date,total score,week added
Love,N/A,MBC,117,724,0,0,0,0,,0,1
House,N/A,FOX,54,472,0,0,0,0,,0,1
House of the Dragon,N/A,HBO,49,455,0,0,0,0,,0,1
Black,N/A,OCN,39,139,0,0,0,0,,0,1
Dark,Netflix,,32,187,0,0,0,0,,0,1
Murder,N/A,BBC Two,26,194,0,0,0,0,,0,1
Severance,Apple TV+,,25,270,0,0,0,0,,0,1
Mr. Robot,N/A,USA Network,25,231,0,0,0,0,,0,1
Television,N/A,ITV1,25,181,0,0,0,0,,0,1
Honest,N/A,ITV1,25,138,0,0,0,0,,0,1
She-Hulk: Attorney at Law,Disney+,,24,195,0,0,0,0,,0,1
Delete,N/A,REELZ,24,129,0,0,0,0,,0,1
Anno,N/A,NRK1,21,93,0,0,0,0,,0,1
The Wire,N/A,HBO,21,46,0,0,0,0,,0,1
Move,Netflix,,21,41,0,0,0,0,,0,1
The Act,Hulu,,20,141,0,0,0,0,,0,1
The Resort,Peacock,,19,354,0,0,0,0,,0,1
Game of Thrones,N/A,HBO,19,157,0,0,0,0,,0,1
Sona,YouTube,,19,130,0,0,0,0,,0,1
Sisters,N/A,Network 10,19,108,0,0,0,0,,0,1
Anne,N/A,ITV1,19,80,0,0,0,0,,0,1
Trying,Apple TV+,,18,168,0,0,0,0,,0,1
Happy,N/A,NBC,18,66,0,0,0,0,,0,1
The Sandman,Netflix,,17,142,0,0,0,0,,0,1
Power,N/A,STARZ,17,132,0,0,0,0,,0,1
Bad Sisters,Apple TV+,,17,105,0,0,0,0,,0,1
Itch,N/A,ABC ME,17,94,0,0,0,0,,0,1
Breaking Bad,N/A,AMC,17,76,0,0,0,0,,0,1
Release,Topic,,16,118,0,0,0,0,,0,1
Strange,N/A,BBC One,16,104,0,0,0,0,,0,1
Ted Lasso,Apple TV+,,16,94,0,0,0,0,,0,1
Lost,N/A,jTBC,16,51,0,0,0,0,,0,1
Shadow,Netflix,,15,106,0,0,0,0,,0,1
Review,N/A,Comedy Central,15,77,0,0,0,0,,0,1
Treme,N/A,HBO,15,18,0,0,0,0,,0,1
Five,N/A,Fuji TV,14,143,0,0,0,0,,0,1
The Leftovers,N/A,HBO,14,142,0,0,0,0,,0,1
The Great,Hulu,,14,126,0,0,0,0,,0,1
Away,Netflix,,14,123,0,0,0,0,,0,1
Persona,Netflix,,14,70,0,0,0,0,,0,1
Pose,N/A,FX,14,42,0,0,0,0,,0,1
Narcos,Netflix,,14,27,0,0,0,0,,0,1
Better Call Saul,N/A,AMC,13,207,0,0,0,0,,0,1
Loving,N/A,ABC,13,106,0,0,0,0,,0,1
Succession,N/A,HBO,13,82,0,0,0,0,,0,1
Black Bird,Apple TV+,,13,67,0,0,0,0,,0,1
Believe,N/A,NBC,13,52,0,0,0,0,,0,1
VICE,N/A,Showtime,13,30,0,0,0,0,,0,1
rage,N/A,ABC,13,27,0,0,0,0,,0,1
The Building,N/A,CBS,12,104,0,0,0,0,,0,1
Only Murders in the Building,Hulu,,12,104,0,0,0,0,,0,1
Shadows,N/A,ITV1,12,103,0,0,0,0,,0,1
Rain,MX Player,,12,55,0,0,0,0,,0,1
Gran,N/A,BBC One,12,40,0,0,0,0,,0,1
Stupid,N/A,BBC One,12,40,0,0,0,0,,0,1
What We Do in the Shadows,N/A,FX,11,100,0,0,0,0,,0,1
Dogs,Netflix,,11,92,0,0,0,0,,0,1
Reservation Dogs,Hulu,,11,92,0,0,0,0,,0,1
The Patient,Hulu,,11,76,0,0,0,0,,0,1
Catch,N/A,NPO 3,11,64,0,0,0,0,,0,1
Hero,N/A,MBC,11,63,0,0,0,0,,0,1
Cult,N/A,The CW,11,52,0,0,0,0,,0,1
Welcome,N/A,KBS2,11,41,0,0,0,0,,0,1
Detective,N/A,Lifetime,11,32,0,0,0,0,,0,1
Huge,N/A,FreeForm,11,29,0,0,0,0,,0,1
Threads,go90,,10,98,0,0,0,0,,0,1
Kingdom,N/A,Mnet,10,68,0,0,0,0,,0,1
Wanted,N/A,SBS,10,68,0,0,0,0,,0,1
Drive,N/A,FOX,10,63,0,0,0,0,,0,1
Sort Of,CBC Gem,,10,62,0,0,0,0,,0,1
Amazon,N/A,Syndication,10,61,0,0,0,0,,0,1
Star Trek,N/A,NBC,10,53,0,0,0,0,,0,1
Case,N/A,Stöð 2,10,53,0,0,0,0,,0,1
Released,N/A,Oprah Winfrey Network,10,41,0,0,0,0,,0,1
Welcome to Wrexham,Hulu,FX,10,41,0,0,0,0,,0,1
Kings,N/A,NBC,10,34,0,0,0,0,,0,1
Grand,N/A,NBC,10,29,0,0,0,0,,0,1
Woman,N/A,NTV,9,86,0,0,0,0,,0,1
Kept,N/A,VH1,9,85,0,0,0,0,,0,1
Norm,N/A,ABC,9,68,0,0,0,0,,0,1
Thriller,N/A,ITV1,9,55,0,0,0,0,,0,1
The Lord of the Rings: The Rings of Power,Prime Video,,9,54,0,0,0,0,,0,1
Sign,N/A,TV Asahi,9,46,0,0,0,0,,0,1
The Plot,Disney+,,9,46,0,0,0,0,,0,1
Family,N/A,ITV1,9,41,0,0,0,0,,0,1
Anna,N/A,Sky Atlantic,9,27,0,0,0,0,,0,1
Dude,Prime Video,,9,20,0,0,0,0,,0,1
Stranger Things,Netflix,,9,15,0,0,0,0,,0,1
Stranger,N/A,tvN,9,15,0,0,0,0,,0,1
The One,Netflix,,9,13,0,0,0,0,,0,1
Phenom,N/A,ABC,8,125,0,0,0,0,,0,1
Chance,Hulu,,8,103,0,0,0,0,,0,1
Caught,N/A,CBC,8,61,0,0,0,0,,0,1
The Bear,Hulu,,8,61,0,0,0,0,,0,1
Missing,N/A,BBC One,8,56,0,0,0,0,,0,1
Driven,PassionFlix,,8,56,0,0,0,0,,0,1
Blood,N/A,Virgin Media One,8,50,0,0,0,0,,0,1
Evil,Paramount+,,8,47,0,0,0,0,,0,1
The Americans,N/A,NBC,8,39,0,0,0,0,,0,1
Connect,Disney+,,8,36,0,0,0,0,,0,1
STEVE,N/A,Syndication,8,32,0,0,0,0,,0,1
Brot,N/A,Ríkisútvarpið,8,31,0,0,0,0,,0,1
The Good Place,N/A,NBC,8,29,0,0,0,0,,0,1
Easy,Netflix,,8,25,0,0,0,0,,0,1
Return,N/A,SBS,8,25,0,0,0,0,,0,1
Moonhaven,AMC+,,8,23,0,0,0,0,,0,1
Bull,N/A,CBS,8,19,0,0,0,0,,0,1
Sent,N/A,HBO Asia,8,15,0,0,0,0,,0,1
Five Days,N/A,BBC One,7,96,0,0,0,0,,0,1
Yellowjackets,N/A,Showtime,7,63,0,0,0,0,,0,1
A League of Their Own,Prime Video,,7,61,0,0,0,0,,0,1
Hunter,N/A,CBS,7,60,0,0,0,0,,0,1
Class,BBC Three,,7,60,0,0,0,0,,0,1
Epic,N/A,Destination America,7,45,0,0,0,0,,0,1
Romance,N/A,France 2,7,45,0,0,0,0,,0,1
The Boys,Prime Video,,7,43,0,0,0,0,,0,1
Rush,N/A,Network 10,7,42,0,0,0,0,,0,1
Ella,N/A,VTM,7,39,0,0,0,0,,0,1
Aspe,N/A,VTM,7,37,0,0,0,0,,0,1
Popular,N/A,The WB,7,36,0,0,0,0,,0,1
Major,N/A,NHK,7,31,0,0,0,0,,0,1
Player,N/A,OCN,7,30,0,0,0,0,,0,1
Out There,N/A,IFC,7,29,0,0,0,0,,0,1
Stuck,N/A,TLC,7,29,0,0,0,0,,0,1
Vikings,N/A,BBC Two,7,27,0,0,0,0,,0,1
Lore,Prime Video,,7,25,0,0,0,0,,0,1
Beat,Prime Video,,7,12,0,0,0,0,,0,1
Homicide,N/A,Seven Network,7,3,0,0,0,0,,0,1
True Story,Netflix,,6,127,0,0,0,0,,0,1
The Rehearsal,N/A,HBO,6,104,0,0,0,0,,0,1
Holy Shit,Prime Video,,6,71,0,0,0,0,,0,1
With You,iQIYI,,6,68,0,0,0,0,,0,1
Trop,ICI Tou.tv,,6,55,0,0,0,0,,0,1
Nathan for You,N/A,Comedy Central,6,50,0,0,0,0,,0,1
The Expanse,Prime Video,,6,46,0,0,0,0,,0,1
Extra,N/A,Syndication,6,44,0,0,0,0,,0,1
The Team,N/A,DR1,6,40,0,0,0,0,,0,1
Westworld,N/A,HBO,6,39,0,0,0,0,,0,1
Atlanta,N/A,FX,6,37,0,0,0,0,,0,1
Home,Apple TV+,,6,37,0,0,0,0,,0,1
Harley Quinn,HBO Max,,6,36,0,0,0,0,,0,1
Resident Alien,N/A,Syfy,6,35,0,0,0,0,,0,1
Alien,N/A,FX,6,35,0,0,0,0,,0,1
Feel Good,Netflix,,6,32,0,0,0,0,,0,1
School,N/A,BBC Two,6,31,0,0,0,0,,0,1
100%,N/A,Channel 5,6,30,0,0,0,0,,0,1
1883,Paramount+,,6,30,0,0,0,0,,0,1
Memories,Viu,,6,29,0,0,0,0,,0,1
Players,Paramount+,,6,28,0,0,0,0,,0,1
Brain,N/A,KBS2,6,26,0,0,0,0,,0,1
House of Drag,TVNZ+,,6,26,0,0,0,0,,0,1
Human,Disney+ Hotstar,,6,25,0,0,0,0,,0,1
Thea,N/A,ABC,6,23,0,0,0,0,,0,1
Psych,N/A,USA Network,6,21,0,0,0,0,,0,1
Soundtrack,Netflix,,6,21,0,0,0,0,,0,1
Rising,Hill.TV,,6,21,0,0,0,0,,0,1
True Detective,N/A,HBO,6,20,0,0,0,0,,0,1
Wanna,Netflix,,6,19,0,0,0,0,,0,1
Archer,N/A,NBC,6,16,0,0,0,0,,0,1
Hack,N/A,CBS,6,16,0,0,0,0,,0,1
Today,N/A,NBC,6,15,0,0,0,0,,0,1
Zero,Netflix,,6,11,0,0,0,0,,0,1
Lodge 49,AMC Premiere,AMC,6,10,0,0,0,0,,0,1
Gomorra,N/A,Sky Atlantic,6,9,0,0,0,0,,0,1
Limit,N/A,TV Tokyo,6,9,0,0,0,0,,0,1
Five Days at Memorial,Apple TV+,,5,93,0,0,0,0,,0,1
Suspense,N/A,BBC One,5,64,0,0,0,0,,0,1
Friends,N/A,ABC,5,45,0,0,0,0,,0,1
Click,N/A,BBC News,5,44,0,0,0,0,,0,1
The Middle,N/A,ABC,5,42,0,0,0,0,,0,1
This Fool,Hulu,,5,42,0,0,0,0,,0,1
For All Mankind,Apple TV+,,5,37,0,0,0,0,,0,1
