name,streaming,network,mentions,score,consecutive,gain,total mentions,total top,last date,total score,week added
Love,N/A,MBC,125,572,0,0,0,0,,0,1
Barry,N/A,HBO,89,488,0,0,0,0,,0,1
The Boys,Prime Video,,68,588,0,0,0,0,,0,1
Strange,N/A,BBC One,48,396,0,0,0,0,,0,1
Stranger,N/A,tvN,40,365,0,0,0,0,,0,1
Stranger Things,Netflix,,39,359,0,0,0,0,,0,1
Dark,Netflix,,39,197,0,0,0,0,,0,1
Severance,Apple TV+,,31,387,0,0,0,0,,0,1
For All Mankind,Apple TV+,,26,273,0,0,0,0,,0,1
Trying,Apple TV+,,25,124,0,0,0,0,,0,1
Lost,N/A,jTBC,23,151,0,0,0,0,,0,1
Evil,Paramount+,,23,138,0,0,0,0,,0,1
Better Call Saul,N/A,AMC,23,92,0,0,0,0,,0,1
Honest,N/A,ITV1,21,111,0,0,0,0,,0,1
Anne,N/A,ITV1,19,192,0,0,0,0,,0,1
Family,N/A,ITV1,19,138,0,0,0,0,,0,1
rage,N/A,ABC,19,105,0,0,0,0,,0,1
Black,N/A,OCN,19,37,0,0,0,0,,0,1
Case,N/A,Stöð 2,18,119,0,0,0,0,,0,1
Delete,N/A,REELZ,18,62,0,0,0,0,,0,1
Television,N/A,ITV1,17,140,0,0,0,0,,0,1
Home,Apple TV+,,17,84,0,0,0,0,,0,1
We Own This City,N/A,HBO,16,107,0,0,0,0,,0,1
Anno,N/A,NRK1,16,88,0,0,0,0,,0,1
Sona,YouTube,,15,160,0,0,0,0,,0,1
This Week,N/A,BBC One,15,122,0,0,0,0,,0,1
Space,N/A,CBS,15,101,0,0,0,0,,0,1
Move,Netflix,,15,97,0,0,0,0,,0,1
Believe,N/A,NBC,15,77,0,0,0,0,,0,1
Catch,N/A,NPO 3,15,53,0,0,0,0,,0,1
Bosch,Prime Video,,15,52,0,0,0,0,,0,1
Persona,Netflix,,14,147,0,0,0,0,,0,1
Rain,MX Player,,14,96,0,0,0,0,,0,1
Away,Netflix,,14,44,0,0,0,0,,0,1
Slow Horses,Apple TV+,,13,112,0,0,0,0,,0,1
Loving,N/A,ABC,13,103,0,0,0,0,,0,1
Baby,Netflix,,13,70,0,0,0,0,,0,1
The Act,Hulu,,13,63,0,0,0,0,,0,1
Itch,N/A,ABC ME,13,60,0,0,0,0,,0,1
Murder,N/A,BBC Two,13,44,0,0,0,0,,0,1
Breaking Bad,N/A,AMC,12,59,0,0,0,0,,0,1
House,N/A,FOX,12,55,0,0,0,0,,0,1
Ozark,Netflix,,12,43,0,0,0,0,,0,1
Star Trek,N/A,NBC,11,75,0,0,0,0,,0,1
Hero,N/A,MBC,11,51,0,0,0,0,,0,1
Obi-Wan Kenobi,Disney+,,11,48,0,0,0,0,,0,1
Kept,N/A,VH1,11,36,0,0,0,0,,0,1
Caught,N/A,CBC,10,164,0,0,0,0,,0,1
Release,Topic,,10,72,0,0,0,0,,0,1
Amazon,N/A,Syndication,10,63,0,0,0,0,,0,1
Detective,N/A,Lifetime,10,63,0,0,0,0,,0,1
The Offer,Paramount+,,10,52,0,0,0,0,,0,1
Power,N/A,STARZ,10,48,0,0,0,0,,0,1
Peacemaker,HBO Max,,10,43,0,0,0,0,,0,1
Treme,N/A,HBO,10,38,0,0,0,0,,0,1
Castle,N/A,ABC,10,30,0,0,0,0,,0,1
Human,Disney+ Hotstar,,10,25,0,0,0,0,,0,1
Under the Banner of Heaven,Hulu,,9,153,0,0,0,0,,0,1
Hack,N/A,CBS,9,146,0,0,0,0,,0,1
Hacks,HBO Max,,9,146,0,0,0,0,,0,1
The Wire,N/A,HBO,9,128,0,0,0,0,,0,1
Succession,N/A,HBO,9,89,0,0,0,0,,0,1
Brain,N/A,KBS2,9,68,0,0,0,0,,0,1
Ella,N/A,VTM,9,68,0,0,0,0,,0,1
Phenom,N/A,ABC,9,64,0,0,0,0,,0,1
Homeland,N/A,Showtime,9,63,0,0,0,0,,0,1
The Great,Hulu,,9,61,0,0,0,0,,0,1
Today,N/A,NBC,9,50,0,0,0,0,,0,1
The Rig,Prime Video,,9,42,0,0,0,0,,0,1
The Scene,YouTube,,9,33,0,0,0,0,,0,1
The Orville,Hulu,,9,32,0,0,0,0,,0,1
VICE,N/A,Showtime,9,26,0,0,0,0,,0,1
Winning Time: The Rise of the Lakers Dynasty,N/A,HBO,9,26,0,0,0,0,,0,1
Castlevania,Netflix,,9,24,0,0,0,0,,0,1
Push,N/A,ABC,9,19,0,0,0,0,,0,1
The Sopranos,N/A,HBO,8,116,0,0,0,0,,0,1
Chemistry,N/A,Cinemax,8,56,0,0,0,0,,0,1
Class,BBC Three,,8,53,0,0,0,0,,0,1
Legacy,Youku,,8,47,0,0,0,0,,0,1
Blind,TVING,tvN,8,47,0,0,0,0,,0,1
Julia,N/A,LBCI,8,42,0,0,0,0,,0,1
Night Sky,Prime Video,,8,42,0,0,0,0,,0,1
The Expanse,Prime Video,,8,39,0,0,0,0,,0,1
Norm,N/A,ABC,8,37,0,0,0,0,,0,1
Cross,Prime Video,,8,37,0,0,0,0,,0,1
Slow Burn,N/A,EPIX,8,37,0,0,0,0,,0,1
Shining Girls,Apple TV+,,8,32,0,0,0,0,,0,1
Rising,Hill.TV,,8,31,0,0,0,0,,0,1
Friends,N/A,ABC,8,30,0,0,0,0,,0,1
Undone,Prime Video,,8,28,0,0,0,0,,0,1
Mr. Robot,N/A,USA Network,8,27,0,0,0,0,,0,1
Wanted,N/A,SBS,8,26,0,0,0,0,,0,1
Sort Of,CBC Gem,,8,18,0,0,0,0,,0,1
Out There,N/A,IFC,7,63,0,0,0,0,,0,1
The Case,N/A,BBC One,7,59,0,0,0,0,,0,1
Stone,N/A,ABC,7,56,0,0,0,0,,0,1
Return,N/A,SBS,7,51,0,0,0,0,,0,1
Shadow,Netflix,,7,47,0,0,0,0,,0,1
First Kill,Netflix,,7,45,0,0,0,0,,0,1
Rush,N/A,Network 10,7,40,0,0,0,0,,0,1
Traveler,N/A,jTBC,7,40,0,0,0,0,,0,1
Peaky Blinders,N/A,BBC One,7,36,0,0,0,0,,0,1
Tehran,Apple TV+,,7,35,0,0,0,0,,0,1
The Plot,Disney+,,7,34,0,0,0,0,,0,1
The Man Who Fell to Earth,N/A,Showtime,7,31,0,0,0,0,,0,1
Mine,N/A,tvN,7,29,0,0,0,0,,0,1
Sold,N/A,ITV1,7,28,0,0,0,0,,0,1
Medic,N/A,NBC,7,28,0,0,0,0,,0,1
Review,N/A,Comedy Central,7,25,0,0,0,0,,0,1
Cult,N/A,The CW,7,21,0,0,0,0,,0,1
Played,N/A,CTV,7,19,0,0,0,0,,0,1
Atlanta,N/A,FX,7,13,0,0,0,0,,0,1
The Staircase,HBO Max,,6,81,0,0,0,0,,0,1
The Americans,N/A,NBC,6,65,0,0,0,0,,0,1
True Detective,N/A,HBO,6,59,0,0,0,0,,0,1
Genius,N/A,National Geographic Channel,6,56,0,0,0,0,,0,1
Martin,N/A,FOX,6,56,0,0,0,0,,0,1
Holy Shit,Prime Video,,6,56,0,0,0,0,,0,1
Moon Knight,Disney+,,6,45,0,0,0,0,,0,1
Gaslit,N/A,STARZ,6,42,0,0,0,0,,0,1
The Building,N/A,CBS,6,38,0,0,0,0,,0,1
Only Murders in the Building,Hulu,,6,38,0,0,0,0,,0,1
Pose,N/A,FX,6,32,0,0,0,0,,0,1
Supernatural,N/A,BBC One,6,23,0,0,0,0,,0,1
Yellowjackets,N/A,Showtime,6,23,0,0,0,0,,0,1
Sally,N/A,SVT1,6,22,0,0,0,0,,0,1
Clone,N/A,BBC Three,6,21,0,0,0,0,,0,1
Hunter,N/A,CBS,6,20,0,0,0,0,,0,1
Popular,N/A,The WB,6,19,0,0,0,0,,0,1
Connect,Disney+,,6,18,0,0,0,0,,0,1
Missing,N/A,BBC One,6,16,0,0,0,0,,0,1
The Mandalorian,Disney+,,6,16,0,0,0,0,,0,1
Hollywood,Netflix,,6,14,0,0,0,0,,0,1
Faith,N/A,ITV1,6,12,0,0,0,0,,0,1
Reacher,Prime Video,,6,12,0,0,0,0,,0,1
Cane,N/A,CBS,5,75,0,0,0,0,,0,1
Arcane,Netflix,,5,75,0,0,0,0,,0,1
Brot,N/A,Ríkisútvarpið,5,64,0,0,0,0,,0,1
Critical,N/A,Sky Showcase,5,52,0,0,0,0,,0,1
David,N/A,TNT,5,52,0,0,0,0,,0,1
This is Going to Hurt,BBC iPlayer,,5,37,0,0,0,0,,0,1
Shadows,N/A,ITV1,5,36,0,0,0,0,,0,1
What We Do in the Shadows,N/A,FX,5,36,0,0,0,0,,0,1
Penny Dreadful,N/A,Showtime,5,34,0,0,0,0,,0,1
1883,Paramount+,,5,31,0,0,0,0,,0,1
Ms. Marvel,Disney+,,5,29,0,0,0,0,,0,1
Physical,Apple TV+,,5,27,0,0,0,0,,0,1
Anna,N/A,Sky Atlantic,5,27,0,0,0,0,,0,1
STEVE,N/A,Syndication,5,26,0,0,0,0,,0,1
Mother,N/A,tvN,5,25,0,0,0,0,,0,1
Easy,Netflix,,5,25,0,0,0,0,,0,1
Soldier,N/A,MBC,5,24,0,0,0,0,,0,1
Limit,N/A,TV Tokyo,5,23,0,0,0,0,,0,1
Universe,N/A,BBC Two,5,23,0,0,0,0,,0,1
Legion,N/A,FX,5,22,0,0,0,0,,0,1
Queen,MX Player,,5,22,0,0,0,0,,0,1
Utopia,Prime Video,,5,21,0,0,0,0,,0,1
UnREAL,Hulu,,5,21,0,0,0,0,,0,1
Toma,N/A,ABC,5,21,0,0,0,0,,0,1
New World,Netflix,,5,21,0,0,0,0,,0,1
The Middle,N/A,ABC,5,20,0,0,0,0,,0,1
Thriller,N/A,ITV1,5,19,0,0,0,0,,0,1
Suspense,N/A,BBC One,5,19,0,0,0,0,,0,1
Sent,N/A,HBO Asia,5,19,0,0,0,0,,0,1
Rome,N/A,HBO,5,18,0,0,0,0,,0,1
Powers,Playstation,,5,18,0,0,0,0,,0,1
Midnight Mass,Netflix,,5,18,0,0,0,0,,0,1
The Writer,N/A,MBC Drama,5,18,0,0,0,0,,0,1
The Lincoln Lawyer,Netflix,,5,18,0,0,0,0,,0,1
Primal,N/A,Adult Swim,5,17,0,0,0,0,,0,1
Babylon,N/A,Tokyo MX,5,16,0,0,0,0,,0,1
Doubt,N/A,CBS,5,16,0,0,0,0,,0,1
Psych,N/A,USA Network,5,15,0,0,0,0,,0,1
Snowpiercer,N/A,TNT,5,15,0,0,0,0,,0,1
Agent,Netflix,,5,15,0,0,0,0,,0,1
Psycho,N/A,ARTE,5,15,0,0,0,0,,0,1
Black Sails,N/A,STARZ,5,13,0,0,0,0,,0,1
The Spa,N/A,Sky Witness,5,12,0,0,0,0,,0,1
The One,Netflix,,5,12,0,0,0,0,,0,1
The Baby,N/A,HBO,5,12,0,0,0,0,,0,1
Lore,Prime Video,,5,11,0,0,0,0,,0,1
Pure,N/A,Channel 4,5,11,0,0,0,0,,0,1
Gone,N/A,Investigation Discovery,5,11,0,0,0,0,,0,1
Orphan Black,N/A,Fuji TV,5,1,0,0,0,0,,0,1
Chance,Hulu,,5,-5,0,0,0,0,,0,1
Tonight,N/A,ITV1,4,68,0,0,0,0,,0,1
Regret,Shahid,,4,46,0,0,0,0,,0,1
The Flight Attendant,HBO Max,,4,45,0,0,0,0,,0,1
Sign,N/A,TV Asahi,4,43,0,0,0,0,,0,1
Umbre,HBO Go,,4,40,0,0,0,0,,0,1
Peaking,Red Bull TV,,4,39,0,0,0,0,,0,1
Woman,N/A,NTV,4,32,0,0,0,0,,0,1
Equal,HBO Max,,4,31,0,0,0,0,,0,1
Dexter,N/A,Showtime,4,30,0,0,0,0,,0,1
exception,Netflix,,4,29,0,0,0,0,,0,1
Over the Garden Wall,N/A,Cartoon Network,4,28,0,0,0,0,,0,1
Elementary,N/A,CBS,4,27,0,0,0,0,,0,1
Go On,N/A,NBC,4,27,0,0,0,0,,0,1
Kings,N/A,NBC,4,27,0,0,0,0,,0,1
Train,N/A,OCN,4,27,0,0,0,0,,0,1
Lust,HBO Max,,4,27,0,0,0,0,,0,1
Fargo,N/A,FX,4,24,0,0,0,0,,0,1
Money,N/A,BBC Two,4,23,0,0,0,0,,0,1
All Around,Olympic Channel,,4,23,0,0,0,0,,0,1
Liar,N/A,ITV1,4,21,0,0,0,0,,0,1
Black Mirror,Netflix,,4,20,0,0,0,0,,0,1
New Worlds,N/A,Channel 4,4,20,0,0,0,0,,0,1
Yellowstone,N/A,Paramount Network,4,20,0,0,0,0,,0,1
Mr Inbetween,N/A,FX,4,20,0,0,0,0,,0,1
Justified,N/A,FX,4,19,0,0,0,0,,0,1
Taken,N/A,NBC,4,18,0,0,0,0,,0,1
Mani,Brat,,4,18,0,0,0,0,,0,1
Alone,N/A,History,4,17,0,0,0,0,,0,1
Related,N/A,The WB,4,17,0,0,0,0,,0,1
Working,N/A,NBC,4,17,0,0,0,0,,0,1
Halo,Paramount+,,4,17,0,0,0,0,,0,1
Mood,BBC iPlayer,,4,17,0,0,0,0,,0,1
The Thing,N/A,NBC,4,16,0,0,0,0,,0,1
My Brilliant Friend,N/A,Rai 1,4,15,0,0,0,0,,0,1
Pachinko,Apple TV+,,4,15,0,0,0,0,,0,1
Fortuna,N/A,NRK1,4,15,0,0,0,0,,0,1
Kingdom,N/A,Mnet,4,14,0,0,0,0,,0,1
ALEX,Viaplay,,4,14,0,0,0,0,,0,1
Happy,N/A,NBC,4,14,0,0,0,0,,0,1
Random,YouTube,,4,12,0,0,0,0,,0,1
