name,streaming,network,mentions,score,consecutive,gain,total mentions,total top,last date,total score,week added
Love,N/A,MBC,76,588,0,0,0,0,,0,1
Dark,Netflix,,42,351,0,0,0,0,,0,1
The White Lotus,N/A,HBO,41,509,0,0,0,0,,0,1
Wednesday,Netflix,,29,202,0,0,0,0,,0,1
1899,Netflix,,26,195,0,0,0,0,,0,1
Slow Horses,Apple TV+,,19,202,0,0,0,0,,0,1
Power,N/A,STARZ,15,184,0,0,0,0,,0,1
The Lord of the Rings: The Rings of Power,Prime Video,,15,179,0,0,0,0,,0,1
Black,N/A,OCN,15,100,0,0,0,0,,0,1
Trying,Apple TV+,,15,86,0,0,0,0,,0,1
Lost,N/A,jTBC,15,49,0,0,0,0,,0,1
Murder,N/A,BBC Two,14,84,0,0,0,0,,0,1
Happy,N/A,NBC,13,62,0,0,0,0,,0,1
Family,N/A,ITV1,13,54,0,0,0,0,,0,1
Honest,N/A,ITV1,12,160,0,0,0,0,,0,1
Pose,N/A,FX,12,93,0,0,0,0,,0,1
Sona,YouTube,,12,93,0,0,0,0,,0,1
Home,Apple TV+,,12,51,0,0,0,0,,0,1
Severance,Apple TV+,,11,139,0,0,0,0,,0,1
Anno,N/A,NRK1,11,102,0,0,0,0,,0,1
The Leftovers,N/A,HBO,11,91,0,0,0,0,,0,1
Caught,N/A,CBC,11,81,0,0,0,0,,0,1
The Rig,Prime Video,,11,79,0,0,0,0,,0,1
Willow,Disney+,,11,55,0,0,0,0,,0,1
College,N/A,Italia 1,10,140,0,0,0,0,,0,1
House,N/A,FOX,10,131,0,0,0,0,,0,1
The Act,Hulu,,10,72,0,0,0,0,,0,1
Money,N/A,BBC Two,10,48,0,0,0,0,,0,1
Mike,Hulu,,9,126,0,0,0,0,,0,1
Television,N/A,ITV1,9,76,0,0,0,0,,0,1
Anne,N/A,ITV1,9,72,0,0,0,0,,0,1
Persona,Netflix,,9,71,0,0,0,0,,0,1
The Peripheral,Prime Video,,9,64,0,0,0,0,,0,1
Amazon,N/A,Syndication,9,58,0,0,0,0,,0,1
Believe,N/A,NBC,9,52,0,0,0,0,,0,1
Rain,MX Player,,9,42,0,0,0,0,,0,1
Sign,N/A,TV Asahi,9,33,0,0,0,0,,0,1
The Americans,N/A,NBC,8,80,0,0,0,0,,0,1
Let the Right One In,Showtime on Demand,Showtime,8,72,0,0,0,0,,0,1
Elementary,N/A,CBS,8,69,0,0,0,0,,0,1
Star Wars: Andor,Disney+,,8,51,0,0,0,0,,0,1
Harry,N/A,ABC,8,47,0,0,0,0,,0,1
The English,BBC iPlayer,,8,47,0,0,0,0,,0,1
David,N/A,TNT,8,46,0,0,0,0,,0,1
The Wire,N/A,HBO,8,44,0,0,0,0,,0,1
VICE,N/A,Showtime,8,44,0,0,0,0,,0,1
Trop,ICI Tou.tv,,8,44,0,0,0,0,,0,1
School,N/A,BBC Two,8,37,0,0,0,0,,0,1
Loving,N/A,ABC,8,35,0,0,0,0,,0,1
Rising,Hill.TV,,8,33,0,0,0,0,,0,1
Sent,N/A,HBO Asia,7,92,0,0,0,0,,0,1
Survivor,N/A,ΣΚΑΪ Τηλεόραση,7,88,0,0,0,0,,0,1
This Week,N/A,BBC One,7,80,0,0,0,0,,0,1
Easy,Netflix,,7,75,0,0,0,0,,0,1
His Dark Materials,BBC iPlayer,,7,66,0,0,0,0,,0,1
Five,N/A,Fuji TV,7,49,0,0,0,0,,0,1
Over the Top,N/A,ABC,7,46,0,0,0,0,,0,1
Huge,N/A,FreeForm,7,43,0,0,0,0,,0,1
Faith,N/A,ITV1,7,42,0,0,0,0,,0,1
Halfway,N/A,BBC Two Wales,7,35,0,0,0,0,,0,1
Itch,N/A,ABC ME,7,30,0,0,0,0,,0,1
Mythic Quest,Apple TV+,,7,26,0,0,0,0,,0,1
Move,Netflix,,7,26,0,0,0,0,,0,1
Go On,N/A,NBC,7,16,0,0,0,0,,0,1
House of the Dragon,N/A,HBO,6,100,0,0,0,0,,0,1
The Bear,Hulu,,6,75,0,0,0,0,,0,1
Ted Lasso,Apple TV+,,6,58,0,0,0,0,,0,1
Sisters,N/A,Network 10,6,56,0,0,0,0,,0,1
Bad Sisters,Apple TV+,,6,56,0,0,0,0,,0,1
Abbott Elementary,N/A,ABC,6,55,0,0,0,0,,0,1
Kingdom,N/A,Mnet,6,48,0,0,0,0,,0,1
Gossip Girl,HBO Max,,6,44,0,0,0,0,,0,1
Gossip,N/A,Showtime,6,44,0,0,0,0,,0,1
Extra,N/A,Syndication,6,42,0,0,0,0,,0,1
rage,N/A,ABC,6,40,0,0,0,0,,0,1
Thriller,N/A,ITV1,6,38,0,0,0,0,,0,1
Gomorra,N/A,Sky Atlantic,6,37,0,0,0,0,,0,1
Woman,N/A,NTV,6,31,0,0,0,0,,0,1
All In,N/A,SBS,6,31,0,0,0,0,,0,1
Epic,N/A,Destination America,6,30,0,0,0,0,,0,1
Welcome,N/A,KBS2,6,30,0,0,0,0,,0,1
Release,Topic,,6,30,0,0,0,0,,0,1
Related,N/A,The WB,6,27,0,0,0,0,,0,1
Played,N/A,CTV,6,25,0,0,0,0,,0,1
Stone,N/A,ABC,6,25,0,0,0,0,,0,1
Midnight Mass,Netflix,,6,25,0,0,0,0,,0,1
Cult,N/A,The CW,6,21,0,0,0,0,,0,1
Paris,N/A,Channel 4,6,20,0,0,0,0,,0,1
Anna,N/A,Sky Atlantic,6,20,0,0,0,0,,0,1
Flag,N/A,Sky PerfecTV,6,18,0,0,0,0,,0,1
Away,Netflix,,6,6,0,0,0,0,,0,1
GOLD,N/A,Fuji TV,5,68,0,0,0,0,,0,1
Catch,N/A,NPO 3,5,66,0,0,0,0,,0,1
Interview with the Vampire,AMC+,,5,47,0,0,0,0,,0,1
Monk,N/A,USA Network,5,45,0,0,0,0,,0,1
12 Monkeys,N/A,Syfy,5,45,0,0,0,0,,0,1
The Stand,Paramount+,,5,45,0,0,0,0,,0,1
Monkey,N/A,NTV,5,45,0,0,0,0,,0,1
Keys,Brat,,5,45,0,0,0,0,,0,1
Wanted,N/A,SBS,5,43,0,0,0,0,,0,1
The Building,N/A,CBS,5,40,0,0,0,0,,0,1
Gate,N/A,Tokyo MX,5,38,0,0,0,0,,0,1
Return,N/A,SBS,5,38,0,0,0,0,,0,1
The Sandman,Netflix,,5,34,0,0,0,0,,0,1
Shadow,Netflix,,5,33,0,0,0,0,,0,1
Out There,N/A,IFC,5,30,0,0,0,0,,0,1
With You,iQIYI,,5,29,0,0,0,0,,0,1
Alone,N/A,History,5,28,0,0,0,0,,0,1
Working,N/A,NBC,5,27,0,0,0,0,,0,1
Dope,Netflix,,5,25,0,0,0,0,,0,1
Fleishman is in Trouble,Hulu,,5,25,0,0,0,0,,0,1
Yellowstone,N/A,Paramount Network,5,23,0,0,0,0,,0,1
Fortuna,N/A,NRK1,5,23,0,0,0,0,,0,1
Chainsaw Man,N/A,TV Tokyo,5,23,0,0,0,0,,0,1
Tonight,N/A,ITV1,5,22,0,0,0,0,,0,1
Sort Of,CBC Gem,,5,21,0,0,0,0,,0,1
Colin From Accounts,Binge,,5,21,0,0,0,0,,0,1
Massive,N/A,BBC Three,5,19,0,0,0,0,,0,1
Brot,N/A,Ríkisútvarpið,5,19,0,0,0,0,,0,1
Friends,N/A,ABC,5,18,0,0,0,0,,0,1
ReBoot,N/A,YTV,5,18,0,0,0,0,,0,1
Reboot,Hulu,,5,18,0,0,0,0,,0,1
The Middle,N/A,ABC,5,15,0,0,0,0,,0,1
Psych,N/A,USA Network,5,15,0,0,0,0,,0,1
Missing,N/A,BBC One,5,14,0,0,0,0,,0,1
Alice,N/A,SBS,5,14,0,0,0,0,,0,1
Case,N/A,Stöð 2,5,14,0,0,0,0,,0,1
Alice in Borderland,Netflix,,5,14,0,0,0,0,,0,1
Delete,N/A,REELZ,5,9,0,0,0,0,,0,1
Soundtrack,Netflix,,4,56,0,0,0,0,,0,1
Drive,N/A,FOX,4,54,0,0,0,0,,0,1
Riot,N/A,FOX,4,52,0,0,0,0,,0,1
Patriot,Prime Video,,4,52,0,0,0,0,,0,1
The Devil,N/A,KBS2,4,52,0,0,0,0,,0,1
Evil,Paramount+,,4,52,0,0,0,0,,0,1
Dystopia,Prime Video,,4,51,0,0,0,0,,0,1
Succession,N/A,HBO,4,48,0,0,0,0,,0,1
Norm,N/A,ABC,4,47,0,0,0,0,,0,1
Peaking,Red Bull TV,,4,47,0,0,0,0,,0,1
The Sex Lives of College Girls,HBO Max,,4,47,0,0,0,0,,0,1
Atlanta,N/A,FX,4,45,0,0,0,0,,0,1
Rick and Morty,N/A,Adult Swim,4,44,0,0,0,0,,0,1
The Scene,YouTube,,4,40,0,0,0,0,,0,1
Phenom,N/A,ABC,4,36,0,0,0,0,,0,1
Pachinko,Apple TV+,,4,36,0,0,0,0,,0,1
Black Bird,Apple TV+,,4,36,0,0,0,0,,0,1
Somebody,N/A,Mnet,4,35,0,0,0,0,,0,1
The Chi,N/A,Showtime,4,34,0,0,0,0,,0,1
Soap,N/A,ABC,4,33,0,0,0,0,,0,1
Station Eleven,HBO Max,,4,33,0,0,0,0,,0,1
Beyond,N/A,FreeForm,4,32,0,0,0,0,,0,1
Strange,N/A,BBC One,4,32,0,0,0,0,,0,1
Only Murders in the Building,Hulu,,4,30,0,0,0,0,,0,1
The Patient,Hulu,,4,30,0,0,0,0,,0,1
Addict,N/A,TF1,4,30,0,0,0,0,,0,1
Cross,Prime Video,,4,28,0,0,0,0,,0,1
Echo,Disney+,,4,28,0,0,0,0,,0,1
Yellowjackets,N/A,Showtime,4,27,0,0,0,0,,0,1
Agent,Netflix,,4,27,0,0,0,0,,0,1
Memory,N/A,tvN,4,25,0,0,0,0,,0,1
Released,N/A,Oprah Winfrey Network,4,24,0,0,0,0,,0,1
Dopesick,Hulu,,4,24,0,0,0,0,,0,1
Romanzo Criminale,N/A,Sky Cinema,4,23,0,0,0,0,,0,1
Monster,N/A,NRK1,4,23,0,0,0,0,,0,1
Split,Prime Video,,4,23,0,0,0,0,,0,1
Alif,N/A,Geo Entertainment,4,23,0,0,0,0,,0,1
Big Little Lies,N/A,HBO,4,22,0,0,0,0,,0,1
Big Deal,N/A,BBC One,4,22,0,0,0,0,,0,1
Brain,N/A,KBS2,4,22,0,0,0,0,,0,1
Forever,Netflix,,4,21,0,0,0,0,,0,1
One Piece,Netflix,,4,21,0,0,0,0,,0,1
ADDA,N/A,Telefe,4,21,0,0,0,0,,0,1
Camp,N/A,NBC,4,20,0,0,0,0,,0,1
Blood,N/A,Virgin Media One,4,20,0,0,0,0,,0,1
Search,N/A,OCN,4,19,0,0,0,0,,0,1
Lore,Prime Video,,4,18,0,0,0,0,,0,1
Happy Valley,N/A,BBC One,4,17,0,0,0,0,,0,1
Today,N/A,NBC,4,17,0,0,0,0,,0,1
Detective,N/A,Lifetime,4,17,0,0,0,0,,0,1
Potter,N/A,BBC One,4,17,0,0,0,0,,0,1
Cheer,Netflix,,4,16,0,0,0,0,,0,1
Limit,N/A,TV Tokyo,4,16,0,0,0,0,,0,1
Three Pines,Prime Video,,4,16,0,0,0,0,,0,1
Liar,N/A,ITV1,4,15,0,0,0,0,,0,1
Acapulco,Apple TV+,,4,15,0,0,0,0,,0,1
The Game,Paramount+,,4,14,0,0,0,0,,0,1
Luck,N/A,HBO,4,14,0,0,0,0,,0,1
Chance,Hulu,,4,14,0,0,0,0,,0,1
100%,N/A,Channel 5,4,14,0,0,0,0,,0,1
Smith,N/A,CBS,4,13,0,0,0,0,,0,1
Psycho,N/A,ARTE,4,13,0,0,0,0,,0,1
Chef,N/A,Fuji TV,4,12,0,0,0,0,,0,1
Wanna,Netflix,,4,12,0,0,0,0,,0,1
Bull,N/A,CBS,4,11,0,0,0,0,,0,1
False Flag,N/A,Channel 2,4,11,0,0,0,0,,0,1
Class,BBC Three,,4,11,0,0,0,0,,0,1
Ella,N/A,VTM,4,11,0,0,0,0,,0,1
Nature,N/A,PBS,4,10,0,0,0,0,,0,1
Pure,N/A,Channel 4,4,10,0,0,0,0,,0,1
The Word,N/A,CBS,4,9,0,0,0,0,,0,1
Forgotten,N/A,ITV1,4,4,0,0,0,0,,0,1
The Great,Hulu,,3,77,0,0,0,0,,0,1
Review,N/A,Comedy Central,3,65,0,0,0,0,,0,1
Traveler,N/A,jTBC,3,45,0,0,0,0,,0,1
Travelers,Netflix,,3,45,0,0,0,0,,0,1
Stuck,N/A,TLC,3,45,0,0,0,0,,0,1
Hero,N/A,MBC,3,44,0,0,0,0,,0,1
For All Mankind,Apple TV+,,3,36,0,0,0,0,,0,1
Random,YouTube,,3,33,0,0,0,0,,0,1
Chemistry,N/A,Cinemax,3,29,0,0,0,0,,0,1
Simon,N/A,France 5,3,29,0,0,0,0,,0,1
Eyes,N/A,ABC,3,28,0,0,0,0,,0,1
Enlightened,N/A,HBO,3,27,0,0,0,0,,0,1
The Other Two,HBO Max,,3,27,0,0,0,0,,0,1
The Deuce,N/A,HBO,3,25,0,0,0,0,,0,1
Stranger,N/A,tvN,3,24,0,0,0,0,,0,1
Strangers,N/A,ITV1,3,24,0,0,0,0,,0,1
Vigil,N/A,BBC One,3,24,0,0,0,0,,0,1
Dicte,N/A,TV2,3,23,0,0,0,0,,0,1
Diana,N/A,NBC,3,23,0,0,0,0,,0,1
Suspicion,Apple TV+,,3,22,0,0,0,0,,0,1
Threads,go90,,3,22,0,0,0,0,,0,1
Harry & Meghan,Netflix,,3,22,0,0,0,0,,0,1
The Crown,Netflix,,3,21,0,0,0,0,,0,1
Rome,N/A,HBO,3,20,0,0,0,0,,0,1
Tehran,Apple TV+,,3,20,0,0,0,0,,0,1
Mother,N/A,tvN,3,19,0,0,0,0,,0,1
Twin,NRK TV,,3,19,0,0,0,0,,0,1
