name,streaming,network,mentions,score,consecutive,gain,total mentions,total top,last date,total score,week added
Love,N/A,MBC,120,604,0,0,0,0,,0,1
Black,N/A,OCN,49,462,0,0,0,0,,0,1
Westworld,N/A,HBO,36,228,0,0,0,0,,0,1
Black Bird,Apple TV+,,33,335,0,0,0,0,,0,1
Better Call Saul,N/A,AMC,32,275,0,0,0,0,,0,1
Trying,Apple TV+,,28,175,0,0,0,0,,0,1
Severance,Apple TV+,,27,208,0,0,0,0,,0,1
Murder,N/A,BBC Two,27,197,0,0,0,0,,0,1
The Rehearsal,N/A,HBO,26,205,0,0,0,0,,0,1
Paper Girls,Prime Video,,26,173,0,0,0,0,,0,1
Lost,N/A,jTBC,26,103,0,0,0,0,,0,1
For All Mankind,Apple TV+,,24,170,0,0,0,0,,0,1
Family,N/A,ITV1,23,130,0,0,0,0,,0,1
The Bear,Hulu,,22,295,0,0,0,0,,0,1
Strange,N/A,BBC One,22,114,0,0,0,0,,0,1
Dark,Netflix,,21,119,0,0,0,0,,0,1
Barry,N/A,HBO,18,139,0,0,0,0,,0,1
Honest,N/A,ITV1,18,75,0,0,0,0,,0,1
The Building,N/A,CBS,17,156,0,0,0,0,,0,1
Only Murders in the Building,Hulu,,16,151,0,0,0,0,,0,1
Detective,N/A,Lifetime,16,90,0,0,0,0,,0,1
House,N/A,FOX,16,68,0,0,0,0,,0,1
Wanted,N/A,SBS,16,68,0,0,0,0,,0,1
Anno,N/A,NRK1,15,118,0,0,0,0,,0,1
Shadow,Netflix,,15,94,0,0,0,0,,0,1
Yellowjackets,N/A,Showtime,15,91,0,0,0,0,,0,1
Easy,Netflix,,15,80,0,0,0,0,,0,1
The Act,Hulu,,15,71,0,0,0,0,,0,1
Stranger,N/A,tvN,15,65,0,0,0,0,,0,1
Anne,N/A,ITV1,15,64,0,0,0,0,,0,1
Sona,YouTube,,15,51,0,0,0,0,,0,1
Television,N/A,ITV1,14,135,0,0,0,0,,0,1
Loving,N/A,ABC,14,116,0,0,0,0,,0,1
Breaking Bad,N/A,AMC,14,85,0,0,0,0,,0,1
Mr Inbetween,N/A,FX,13,170,0,0,0,0,,0,1
The Boys,Prime Video,,13,102,0,0,0,0,,0,1
The Leftovers,N/A,HBO,13,89,0,0,0,0,,0,1
Case,N/A,Stöð 2,13,86,0,0,0,0,,0,1
Shadows,N/A,ITV1,13,85,0,0,0,0,,0,1
What We Do in the Shadows,N/A,FX,13,85,0,0,0,0,,0,1
Ted Lasso,Apple TV+,,13,83,0,0,0,0,,0,1
The Sandman,Netflix,,13,66,0,0,0,0,,0,1
Pose,N/A,FX,13,44,0,0,0,0,,0,1
The Resort,Peacock,,12,90,0,0,0,0,,0,1
This Week,N/A,BBC One,12,59,0,0,0,0,,0,1
Happy,N/A,NBC,12,58,0,0,0,0,,0,1
Ozark,Netflix,,12,57,0,0,0,0,,0,1
Stranger Things,Netflix,,12,55,0,0,0,0,,0,1
Persona,Netflix,,12,48,0,0,0,0,,0,1
Away,Netflix,,11,92,0,0,0,0,,0,1
Hunter,N/A,CBS,11,85,0,0,0,0,,0,1
Chernobyl,N/A,HBO,11,73,0,0,0,0,,0,1
Sign,N/A,TV Asahi,11,65,0,0,0,0,,0,1
The Old Man,N/A,FX,11,60,0,0,0,0,,0,1
The White Lotus,N/A,HBO,11,53,0,0,0,0,,0,1
Amazon,N/A,Syndication,11,46,0,0,0,0,,0,1
Industry,HBO Max,,11,40,0,0,0,0,,0,1
VICE,N/A,Showtime,11,25,0,0,0,0,,0,1
Liar,N/A,ITV1,10,94,0,0,0,0,,0,1
Release,Topic,,10,82,0,0,0,0,,0,1
Mr. Robot,N/A,USA Network,10,70,0,0,0,0,,0,1
Original Sin,iQIYI,,10,70,0,0,0,0,,0,1
Dogs,Netflix,,10,70,0,0,0,0,,0,1
True Detective,N/A,HBO,10,66,0,0,0,0,,0,1
Delete,N/A,REELZ,10,65,0,0,0,0,,0,1
Home,Apple TV+,,10,42,0,0,0,0,,0,1
Class,BBC Three,,10,31,0,0,0,0,,0,1
Popular,N/A,The WB,10,19,0,0,0,0,,0,1
Today,N/A,NBC,9,94,0,0,0,0,,0,1
Move,Netflix,,9,56,0,0,0,0,,0,1
Legend,N/A,UPN,9,54,0,0,0,0,,0,1
Reservation Dogs,Hulu,,9,52,0,0,0,0,,0,1
Catch,N/A,NPO 3,9,49,0,0,0,0,,0,1
Believe,N/A,NBC,9,47,0,0,0,0,,0,1
Cane,N/A,CBS,9,43,0,0,0,0,,0,1
Thriller,N/A,ITV1,9,25,0,0,0,0,,0,1
Alone,N/A,History,9,24,0,0,0,0,,0,1
Primal,N/A,Adult Swim,8,124,0,0,0,0,,0,1
Martin,N/A,FOX,8,105,0,0,0,0,,0,1
Sent,N/A,HBO Asia,8,77,0,0,0,0,,0,1
Pretty Little Liars,Viu,,8,74,0,0,0,0,,0,1
Monster,N/A,NRK1,8,71,0,0,0,0,,0,1
Star Trek,N/A,NBC,8,60,0,0,0,0,,0,1
Empire,N/A,CBS,8,58,0,0,0,0,,0,1
The Americans,N/A,NBC,8,57,0,0,0,0,,0,1
Itch,N/A,ABC ME,8,55,0,0,0,0,,0,1
Power,N/A,STARZ,8,47,0,0,0,0,,0,1
Fargo,N/A,FX,8,44,0,0,0,0,,0,1
Tonight,N/A,ITV1,8,41,0,0,0,0,,0,1
The One,Netflix,,8,39,0,0,0,0,,0,1
Alien,N/A,FX,8,39,0,0,0,0,,0,1
Norm,N/A,ABC,8,38,0,0,0,0,,0,1
Kingdom,N/A,Mnet,8,34,0,0,0,0,,0,1
Space,N/A,CBS,8,34,0,0,0,0,,0,1
Twin Peaks,N/A,Showtime,8,33,0,0,0,0,,0,1
Twin,NRK TV,,8,33,0,0,0,0,,0,1
Missing,N/A,BBC One,8,31,0,0,0,0,,0,1
Cross,Prime Video,,8,29,0,0,0,0,,0,1
Mood,BBC iPlayer,,8,27,0,0,0,0,,0,1
Review,N/A,Comedy Central,8,22,0,0,0,0,,0,1
Released,N/A,Oprah Winfrey Network,7,74,0,0,0,0,,0,1
MINDHUNTER,Netflix,,7,67,0,0,0,0,,0,1
Peacock,BBC iPlayer,,7,56,0,0,0,0,,0,1
Black Mirror,Netflix,,7,53,0,0,0,0,,0,1
New World,Netflix,,7,52,0,0,0,0,,0,1
The Scene,YouTube,,7,47,0,0,0,0,,0,1
David,N/A,TNT,7,47,0,0,0,0,,0,1
Evil,Paramount+,,7,45,0,0,0,0,,0,1
Peacemaker,HBO Max,,7,43,0,0,0,0,,0,1
The Great,Hulu,,7,40,0,0,0,0,,0,1
Rain,MX Player,,7,38,0,0,0,0,,0,1
Friends,N/A,ABC,7,32,0,0,0,0,,0,1
Blind,TVING,tvN,7,31,0,0,0,0,,0,1
Ella,N/A,VTM,7,29,0,0,0,0,,0,1
Moonhaven,AMC+,,7,28,0,0,0,0,,0,1
Arcane,Netflix,,7,26,0,0,0,0,,0,1
Stone,N/A,ABC,7,21,0,0,0,0,,0,1
Gran,N/A,BBC One,7,21,0,0,0,0,,0,1
River,N/A,BBC One,7,18,0,0,0,0,,0,1
Dude,Prime Video,,7,13,0,0,0,0,,0,1
Halfway,N/A,BBC Two Wales,6,76,0,0,0,0,,0,1
Boardwalk Empire,N/A,HBO,6,55,0,0,0,0,,0,1
Fleabag,BBC Three,,6,53,0,0,0,0,,0,1
STEVE,N/A,Syndication,6,51,0,0,0,0,,0,1
New Worlds,N/A,Channel 4,6,48,0,0,0,0,,0,1
Dope,Netflix,,6,47,0,0,0,0,,0,1
Player,N/A,OCN,6,44,0,0,0,0,,0,1
Ramo,N/A,Show TV,6,41,0,0,0,0,,0,1
Rising,Hill.TV,,6,41,0,0,0,0,,0,1
Succession,N/A,HBO,6,37,0,0,0,0,,0,1
Money,N/A,BBC Two,6,35,0,0,0,0,,0,1
Asur,Voot,,6,31,0,0,0,0,,0,1
Extra,N/A,Syndication,6,30,0,0,0,0,,0,1
Animal,Netflix,,6,29,0,0,0,0,,0,1
Dangerous,MX Player,,6,24,0,0,0,0,,0,1
Blue,Hulu,,6,23,0,0,0,0,,0,1
Ghost,N/A,SBS,6,22,0,0,0,0,,0,1
The Plot,Disney+,,6,22,0,0,0,0,,0,1
Peaky Blinders,N/A,BBC One,6,21,0,0,0,0,,0,1
Chance,Hulu,,6,21,0,0,0,0,,0,1
Soap,N/A,ABC,6,20,0,0,0,0,,0,1
Brot,N/A,Ríkisútvarpið,6,20,0,0,0,0,,0,1
The Writer,N/A,MBC Drama,6,16,0,0,0,0,,0,1
Drive,N/A,FOX,6,12,0,0,0,0,,0,1
The Wire,N/A,HBO,6,11,0,0,0,0,,0,1
The Expanse,Prime Video,,5,75,0,0,0,0,,0,1
Phenom,N/A,ABC,5,73,0,0,0,0,,0,1
Blood,N/A,Virgin Media One,5,68,0,0,0,0,,0,1
