name,streaming,network,mentions,score,consecutive,gain,total mentions,total top,last date,total score,week added
Love,N/A,MBC,104,564,0,0,0,0,,0,1
The Boys,Prime Video,,70,689,0,0,0,0,,0,1
Strange,N/A,BBC One,65,504,0,0,0,0,,0,1
Stranger,N/A,tvN,57,456,0,0,0,0,,0,1
Stranger Things,Netflix,,54,432,0,0,0,0,,0,1
Dark,Netflix,,41,165,0,0,0,0,,0,1
Barry,N/A,HBO,40,234,0,0,0,0,,0,1
Hack,N/A,CBS,30,295,0,0,0,0,,0,1
Hacks,HBO Max,,29,291,0,0,0,0,,0,1
Honest,N/A,ITV1,29,151,0,0,0,0,,0,1
Anne,N/A,ITV1,25,281,0,0,0,0,,0,1
Trying,Apple TV+,,24,144,0,0,0,0,,0,1
Severance,Apple TV+,,21,183,0,0,0,0,,0,1
Black,N/A,OCN,21,102,0,0,0,0,,0,1
VICE,N/A,Showtime,20,110,0,0,0,0,,0,1
Star Trek,N/A,NBC,20,107,0,0,0,0,,0,1
Detective,N/A,Lifetime,19,68,0,0,0,0,,0,1
The Act,Hulu,,18,125,0,0,0,0,,0,1
Case,N/A,Stöð 2,18,83,0,0,0,0,,0,1
Hero,N/A,MBC,17,108,0,0,0,0,,0,1
Money,N/A,BBC Two,17,73,0,0,0,0,,0,1
Sona,YouTube,,17,66,0,0,0,0,,0,1
Better Call Saul,N/A,AMC,16,179,0,0,0,0,,0,1
Shining Girls,Apple TV+,,16,109,0,0,0,0,,0,1
Cult,N/A,The CW,16,87,0,0,0,0,,0,1
Persona,Netflix,,16,64,0,0,0,0,,0,1
Lost,N/A,jTBC,15,120,0,0,0,0,,0,1
Succession,N/A,HBO,15,102,0,0,0,0,,0,1
Pose,N/A,FX,15,84,0,0,0,0,,0,1
Home,Apple TV+,,15,69,0,0,0,0,,0,1
Under the Banner of Heaven,Hulu,,14,213,0,0,0,0,,0,1
Catch,N/A,NPO 3,14,121,0,0,0,0,,0,1
The Orville,Hulu,,14,59,0,0,0,0,,0,1
Delete,N/A,REELZ,14,51,0,0,0,0,,0,1
This Week,N/A,BBC One,13,168,0,0,0,0,,0,1
Television,N/A,ITV1,13,134,0,0,0,0,,0,1
Believe,N/A,NBC,13,127,0,0,0,0,,0,1
Loving,N/A,ABC,13,119,0,0,0,0,,0,1
Happy,N/A,NBC,13,64,0,0,0,0,,0,1
Anno,N/A,NRK1,13,55,0,0,0,0,,0,1
Evil,Paramount+,,13,28,0,0,0,0,,0,1
We Own This City,N/A,HBO,12,89,0,0,0,0,,0,1
Flag,N/A,Sky PerfecTV,12,88,0,0,0,0,,0,1
New Worlds,N/A,Channel 4,12,71,0,0,0,0,,0,1
New World,Netflix,,12,71,0,0,0,0,,0,1
Power,N/A,STARZ,12,48,0,0,0,0,,0,1
Raised by Wolves,HBO Max,,11,116,0,0,0,0,,0,1
For All Mankind,Apple TV+,,11,106,0,0,0,0,,0,1
Our Flag Means Death,HBO Max,,11,82,0,0,0,0,,0,1
Hunter,N/A,CBS,11,80,0,0,0,0,,0,1
Working,N/A,NBC,11,75,0,0,0,0,,0,1
Sort Of,CBC Gem,,11,58,0,0,0,0,,0,1
Sign,N/A,TV Asahi,11,52,0,0,0,0,,0,1
Obi-Wan Kenobi,Disney+,,10,181,0,0,0,0,,0,1
rage,N/A,ABC,10,92,0,0,0,0,,0,1
Ella,N/A,VTM,10,88,0,0,0,0,,0,1
Orphan Black,N/A,Fuji TV,10,73,0,0,0,0,,0,1
Traveler,N/A,jTBC,10,52,0,0,0,0,,0,1
Moon Knight,Disney+,,10,52,0,0,0,0,,0,1
Space,N/A,CBS,10,47,0,0,0,0,,0,1
Easy,Netflix,,10,45,0,0,0,0,,0,1
Fargo,N/A,FX,10,42,0,0,0,0,,0,1
The Plot,Disney+,,10,39,0,0,0,0,,0,1
True Detective,N/A,HBO,10,37,0,0,0,0,,0,1
Wanted,N/A,SBS,10,37,0,0,0,0,,0,1
Popular,N/A,The WB,10,30,0,0,0,0,,0,1
House,N/A,FOX,10,28,0,0,0,0,,0,1
Stone,N/A,ABC,10,28,0,0,0,0,,0,1
Woman,N/A,NTV,10,26,0,0,0,0,,0,1
The Leftovers,N/A,HBO,9,48,0,0,0,0,,0,1
Return,N/A,SBS,9,47,0,0,0,0,,0,1
Caught,N/A,CBC,9,45,0,0,0,0,,0,1
The One,Netflix,,9,42,0,0,0,0,,0,1
Review,N/A,Comedy Central,9,30,0,0,0,0,,0,1
Move,Netflix,,9,30,0,0,0,0,,0,1
Good Job,N/A,ENA,9,28,0,0,0,0,,0,1
Murder,N/A,BBC Two,9,27,0,0,0,0,,0,1
Stupid,N/A,BBC One,8,68,0,0,0,0,,0,1
MINDHUNTER,Netflix,,8,67,0,0,0,0,,0,1
Thriller,N/A,ITV1,8,60,0,0,0,0,,0,1
The Wire,N/A,HBO,8,53,0,0,0,0,,0,1
Epic,N/A,Destination America,8,52,0,0,0,0,,0,1
Beyond,N/A,FreeForm,8,45,0,0,0,0,,0,1
Class,BBC Three,,8,43,0,0,0,0,,0,1
Itch,N/A,ABC ME,8,43,0,0,0,0,,0,1
Search,N/A,OCN,8,41,0,0,0,0,,0,1
Today,N/A,NBC,8,40,0,0,0,0,,0,1
Lore,Prime Video,,8,36,0,0,0,0,,0,1
Random,YouTube,,8,34,0,0,0,0,,0,1
Slow Horses,Apple TV+,,8,34,0,0,0,0,,0,1
Outlaw,N/A,NBC,8,32,0,0,0,0,,0,1
Outlaws,N/A,NBC,8,32,0,0,0,0,,0,1
The Outlaws,BBC iPlayer,,8,32,0,0,0,0,,0,1
Fleabag,BBC Three,,8,31,0,0,0,0,,0,1
Away,Netflix,,8,31,0,0,0,0,,0,1
Universe,N/A,BBC Two,8,30,0,0,0,0,,0,1
Homeland,N/A,Showtime,8,29,0,0,0,0,,0,1
Sent,N/A,HBO Asia,8,29,0,0,0,0,,0,1
Physical,Apple TV+,,8,29,0,0,0,0,,0,1
Amazon,N/A,Syndication,8,28,0,0,0,0,,0,1
Big Fan,N/A,ABC,8,25,0,0,0,0,,0,1
Fortuna,N/A,NRK1,8,25,0,0,0,0,,0,1
Norm,N/A,ABC,7,76,0,0,0,0,,0,1
Ted Lasso,Apple TV+,,7,71,0,0,0,0,,0,1
Ozark,Netflix,,7,57,0,0,0,0,,0,1
Peacemaker,HBO Max,,7,53,0,0,0,0,,0,1
Human,Disney+ Hotstar,,7,53,0,0,0,0,,0,1
The Staircase,HBO Max,,7,45,0,0,0,0,,0,1
Family,N/A,ITV1,7,44,0,0,0,0,,0,1
Phenom,N/A,ABC,7,43,0,0,0,0,,0,1
