name,streaming,network,mentions,score,consecutive,gain,total mentions,total top,last date,total score,week added
Love,N/A,MBC,106,506,0,0,0,0,,0,1
Dark,Netflix,,39,153,0,0,0,0,,0,1
Severance,Apple TV+,,36,208,0,0,0,0,,0,1
Slow Horses,Apple TV+,,25,276,0,0,0,0,,0,1
Black,N/A,OCN,25,150,0,0,0,0,,0,1
Stone,N/A,ABC,23,71,0,0,0,0,,0,1
1923,Paramount+,,22,85,0,0,0,0,,0,1
Yellowstone,N/A,Paramount Network,22,69,0,0,0,0,,0,1
House,N/A,FOX,21,123,0,0,0,0,,0,1
1883,Paramount+,,20,79,0,0,0,0,,0,1
Evil,Paramount+,,20,77,0,0,0,0,,0,1
Family,N/A,ITV1,19,125,0,0,0,0,,0,1
Star Wars: Andor,Disney+,,19,103,0,0,0,0,,0,1
For All Mankind,Apple TV+,,17,74,0,0,0,0,,0,1
VICE,N/A,Showtime,17,41,0,0,0,0,,0,1
Sisters,N/A,Network 10,16,128,0,0,0,0,,0,1
The Act,Hulu,,16,77,0,0,0,0,,0,1
The White Lotus,N/A,HBO,16,77,0,0,0,0,,0,1
Kaleidoscope,Netflix,,16,76,0,0,0,0,,0,1
Itch,N/A,ABC ME,16,65,0,0,0,0,,0,1
Bad Sisters,Apple TV+,,15,114,0,0,0,0,,0,1
Ted Lasso,Apple TV+,,15,103,0,0,0,0,,0,1
1899,Netflix,,15,77,0,0,0,0,,0,1
Review,N/A,Comedy Central,15,67,0,0,0,0,,0,1
Happy,N/A,NBC,14,102,0,0,0,0,,0,1
This Week,N/A,BBC One,14,88,0,0,0,0,,0,1
Sent,N/A,HBO Asia,14,63,0,0,0,0,,0,1
Anno,N/A,NRK1,14,58,0,0,0,0,,0,1
Treason,Netflix,,14,55,0,0,0,0,,0,1
Fleishman is in Trouble,Hulu,,13,108,0,0,0,0,,0,1
The Bear,Hulu,,13,95,0,0,0,0,,0,1
Mr Inbetween,N/A,FX,13,71,0,0,0,0,,0,1
Strange,N/A,BBC One,13,58,0,0,0,0,,0,1
Honest,N/A,ITV1,13,49,0,0,0,0,,0,1
Sona,YouTube,,13,37,0,0,0,0,,0,1
Murder,N/A,BBC Two,12,94,0,0,0,0,,0,1
Wanted,N/A,SBS,12,58,0,0,0,0,,0,1
Succession,N/A,HBO,12,58,0,0,0,0,,0,1
Case,N/A,Stöð 2,12,45,0,0,0,0,,0,1
Alice,N/A,SBS,11,111,0,0,0,0,,0,1
House of the Dragon,N/A,HBO,11,86,0,0,0,0,,0,1
Away,Netflix,,11,71,0,0,0,0,,0,1
Friends,N/A,ABC,11,67,0,0,0,0,,0,1
Barry,N/A,HBO,11,61,0,0,0,0,,0,1
School,N/A,BBC Two,11,58,0,0,0,0,,0,1
Move,Netflix,,11,47,0,0,0,0,,0,1
Release,Topic,,11,43,0,0,0,0,,0,1
Persona,Netflix,,11,27,0,0,0,0,,0,1
Pose,N/A,FX,11,20,0,0,0,0,,0,1
Alice in Borderland,Netflix,,10,109,0,0,0,0,,0,1
Power,N/A,STARZ,10,92,0,0,0,0,,0,1
The Sandman,Netflix,,10,75,0,0,0,0,,0,1
Blood,N/A,Virgin Media One,10,67,0,0,0,0,,0,1
Wednesday,Netflix,,10,62,0,0,0,0,,0,1
Trying,Apple TV+,,10,41,0,0,0,0,,0,1
Catch,N/A,NPO 3,10,27,0,0,0,0,,0,1
Delete,N/A,REELZ,10,9,0,0,0,0,,0,1
Hero,N/A,MBC,9,74,0,0,0,0,,0,1
Cane,N/A,CBS,9,69,0,0,0,0,,0,1
Arcane,Netflix,,9,69,0,0,0,0,,0,1
Rising,Hill.TV,,9,63,0,0,0,0,,0,1
Mythic Quest,Apple TV+,,9,56,0,0,0,0,,0,1
Three Pines,Prime Video,,9,55,0,0,0,0,,0,1
Loving,N/A,ABC,9,54,0,0,0,0,,0,1
Ella,N/A,VTM,9,53,0,0,0,0,,0,1
Stranger,N/A,tvN,9,45,0,0,0,0,,0,1
The Recruit,Netflix,,9,40,0,0,0,0,,0,1
Stupid,N/A,BBC One,9,33,0,0,0,0,,0,1
The Capture,BBC iPlayer,,9,23,0,0,0,0,,0,1
Television,N/A,ITV1,9,23,0,0,0,0,,0,1
The Great,Hulu,,9,22,0,0,0,0,,0,1
The Devil,N/A,KBS2,9,20,0,0,0,0,,0,1
The Boys,Prime Video,,8,74,0,0,0,0,,0,1
Better Call Saul,N/A,AMC,8,61,0,0,0,0,,0,1
Black Bird,Apple TV+,,8,60,0,0,0,0,,0,1
The Plot,Disney+,,8,50,0,0,0,0,,0,1
Norm,N/A,ABC,8,48,0,0,0,0,,0,1
Yellowjackets,N/A,Showtime,8,45,0,0,0,0,,0,1
Easy,Netflix,,8,41,0,0,0,0,,0,1
Psych,N/A,USA Network,8,39,0,0,0,0,,0,1
Class,BBC Three,,8,39,0,0,0,0,,0,1
The One,Netflix,,8,38,0,0,0,0,,0,1
Lost,N/A,jTBC,8,33,0,0,0,0,,0,1
Home,Apple TV+,,8,33,0,0,0,0,,0,1
Released,N/A,Oprah Winfrey Network,8,31,0,0,0,0,,0,1
Zero,Netflix,,8,30,0,0,0,0,,0,1
Played,N/A,CTV,7,74,0,0,0,0,,0,1
The English,BBC iPlayer,,7,68,0,0,0,0,,0,1
Anne,N/A,ITV1,7,53,0,0,0,0,,0,1
Treme,N/A,HBO,7,50,0,0,0,0,,0,1
High School,Amazon Freevee,,7,48,0,0,0,0,,0,1
Mental,France tv slash,,7,44,0,0,0,0,,0,1
Happy Valley,N/A,BBC One,7,42,0,0,0,0,,0,1
Stranger Things,Netflix,,7,40,0,0,0,0,,0,1
Cult,N/A,The CW,7,39,0,0,0,0,,0,1
The Rehearsal,N/A,HBO,7,39,0,0,0,0,,0,1
Breaking Bad,N/A,AMC,7,32,0,0,0,0,,0,1
Popular,N/A,The WB,7,31,0,0,0,0,,0,1
Woman,N/A,NTV,7,31,0,0,0,0,,0,1
Sign,N/A,TV Asahi,7,30,0,0,0,0,,0,1
Psycho,N/A,ARTE,7,29,0,0,0,0,,0,1
Explained,Netflix,,7,27,0,0,0,0,,0,1
Anna,N/A,Sky Atlantic,7,26,0,0,0,0,,0,1
The Bureau,N/A,Investigation Discovery,7,25,0,0,0,0,,0,1
Five,N/A,Fuji TV,7,23,0,0,0,0,,0,1
Massive,N/A,BBC Three,7,22,0,0,0,0,,0,1
Asur,Voot,,7,20,0,0,0,0,,0,1
Alone,N/A,History,7,19,0,0,0,0,,0,1
The Devil's Hour,Prime Video,,7,16,0,0,0,0,,0,1
Major,N/A,NHK,7,15,0,0,0,0,,0,1
Epic,N/A,Destination America,7,14,0,0,0,0,,0,1
Search,N/A,OCN,7,-2,0,0,0,0,,0,1
Fleabag,BBC Three,,6,83,0,0,0,0,,0,1
Heroes,N/A,CCTV-8,6,55,0,0,0,0,,0,1
Detective,N/A,Lifetime,6,44,0,0,0,0,,0,1
Chance,Hulu,,6,43,0,0,0,0,,0,1
Paris,N/A,Channel 4,6,37,0,0,0,0,,0,1
Believe,N/A,NBC,6,35,0,0,0,0,,0,1
His Dark Materials,BBC iPlayer,,6,34,0,0,0,0,,0,1
Random,YouTube,,6,28,0,0,0,0,,0,1
Paper Girls,Prime Video,,6,27,0,0,0,0,,0,1
Supernatural,N/A,BBC One,6,26,0,0,0,0,,0,1
Thriller,N/A,ITV1,6,26,0,0,0,0,,0,1
Coast,N/A,BBC Two,6,24,0,0,0,0,,0,1
