name,streaming,network,mentions,score,consecutive,gain,total mentions,total top,last date,total score,week added
Love,N/A,MBC,116,703,0,0,0,0,,0,1
The Lord of the Rings: The Rings of Power,Prime Video,,104,1085,0,0,0,0,,0,1
Power,N/A,STARZ,81,967,0,0,0,0,,0,1
House of the Dragon,N/A,HBO,80,630,0,0,0,0,,0,1
House,N/A,FOX,68,594,0,0,0,0,,0,1
Black,N/A,OCN,29,193,0,0,0,0,,0,1
Dark,Netflix,,29,126,0,0,0,0,,0,1
The Sandman,Netflix,,27,260,0,0,0,0,,0,1
The Act,Hulu,,27,226,0,0,0,0,,0,1
Game of Thrones,N/A,HBO,25,198,0,0,0,0,,0,1
The Resort,Peacock,,24,233,0,0,0,0,,0,1
Honest,N/A,ITV1,24,179,0,0,0,0,,0,1
Loving,N/A,ABC,24,168,0,0,0,0,,0,1
Evil,Paramount+,,23,83,0,0,0,0,,0,1
The Patient,Hulu,,22,166,0,0,0,0,,0,1
Trying,Apple TV+,,22,100,0,0,0,0,,0,1
She-Hulk: Attorney at Law,Disney+,,20,189,0,0,0,0,,0,1
Away,Netflix,,20,139,0,0,0,0,,0,1
Severance,Apple TV+,,19,235,0,0,0,0,,0,1
Shadow,Netflix,,19,107,0,0,0,0,,0,1
Sona,YouTube,,18,92,0,0,0,0,,0,1
Move,Netflix,,18,41,0,0,0,0,,0,1
Itch,N/A,ABC ME,17,74,0,0,0,0,,0,1
Delete,N/A,REELZ,17,51,0,0,0,0,,0,1
Television,N/A,ITV1,16,161,0,0,0,0,,0,1
Sent,N/A,HBO Asia,16,64,0,0,0,0,,0,1
Family,N/A,ITV1,16,53,0,0,0,0,,0,1
The Plot,Disney+,,15,111,0,0,0,0,,0,1
Anno,N/A,NRK1,15,110,0,0,0,0,,0,1
The Rehearsal,N/A,HBO,15,94,0,0,0,0,,0,1
Shadows,N/A,ITV1,15,85,0,0,0,0,,0,1
Persona,Netflix,,15,85,0,0,0,0,,0,1
Huge,N/A,FreeForm,14,94,0,0,0,0,,0,1
What We Do in the Shadows,N/A,FX,14,82,0,0,0,0,,0,1
Banshee,N/A,Cinemax,14,43,0,0,0,0,,0,1
Home,Apple TV+,,14,37,0,0,0,0,,0,1
Missing,N/A,BBC One,13,134,0,0,0,0,,0,1
Sisters,N/A,Network 10,13,132,0,0,0,0,,0,1
Amazon,N/A,Syndication,13,120,0,0,0,0,,0,1
Rain,MX Player,,13,89,0,0,0,0,,0,1
Kingdom,N/A,Mnet,13,63,0,0,0,0,,0,1
For All Mankind,Apple TV+,,12,133,0,0,0,0,,0,1
Bad Sisters,Apple TV+,,12,128,0,0,0,0,,0,1
Release,Topic,,12,84,0,0,0,0,,0,1
Epic,N/A,Destination America,12,61,0,0,0,0,,0,1
Case,N/A,Stöð 2,12,22,0,0,0,0,,0,1
The Bear,Hulu,,11,154,0,0,0,0,,0,1
Rising,Hill.TV,,11,65,0,0,0,0,,0,1
Strange,N/A,BBC One,11,64,0,0,0,0,,0,1
Kept,N/A,VH1,11,62,0,0,0,0,,0,1
Anne,N/A,ITV1,11,51,0,0,0,0,,0,1
The Movies,N/A,CNN,11,48,0,0,0,0,,0,1
Barry,N/A,HBO,11,45,0,0,0,0,,0,1
Rush,N/A,Network 10,11,43,0,0,0,0,,0,1
The Expanse,Prime Video,,10,101,0,0,0,0,,0,1
Mr. Robot,N/A,USA Network,10,91,0,0,0,0,,0,1
The Great,Hulu,,10,84,0,0,0,0,,0,1
Money,N/A,BBC Two,10,76,0,0,0,0,,0,1
Primal,N/A,Adult Swim,10,67,0,0,0,0,,0,1
Better Call Saul,N/A,AMC,10,53,0,0,0,0,,0,1
Wanted,N/A,SBS,10,49,0,0,0,0,,0,1
Train,N/A,OCN,10,36,0,0,0,0,,0,1
The Wire,N/A,HBO,10,34,0,0,0,0,,0,1
Peacock,BBC iPlayer,,10,31,0,0,0,0,,0,1
Dive,N/A,BBC Two,10,28,0,0,0,0,,0,1
Happy,N/A,NBC,9,135,0,0,0,0,,0,1
Welcome,N/A,KBS2,9,78,0,0,0,0,,0,1
Catch,N/A,NPO 3,9,69,0,0,0,0,,0,1
Thriller,N/A,ITV1,9,65,0,0,0,0,,0,1
The Capture,BBC iPlayer,,9,65,0,0,0,0,,0,1
Camp,N/A,NBC,9,63,0,0,0,0,,0,1
Released,N/A,Oprah Winfrey Network,9,61,0,0,0,0,,0,1
Pose,N/A,FX,9,55,0,0,0,0,,0,1
Treme,N/A,HBO,9,51,0,0,0,0,,0,1
Sprung,Amazon Freevee,,9,44,0,0,0,0,,0,1
Gran,N/A,BBC One,9,42,0,0,0,0,,0,1
Hero,N/A,MBC,9,39,0,0,0,0,,0,1
Pantheon,AMC+,,9,36,0,0,0,0,,0,1
Breaking Bad,N/A,AMC,9,34,0,0,0,0,,0,1
Review,N/A,Comedy Central,9,31,0,0,0,0,,0,1
Chance,Hulu,,8,125,0,0,0,0,,0,1
Touch,N/A,FOX,8,108,0,0,0,0,,0,1
Five,N/A,Fuji TV,8,99,0,0,0,0,,0,1
Believe,N/A,NBC,8,81,0,0,0,0,,0,1
Extra,N/A,Syndication,8,71,0,0,0,0,,0,1
House of Drag,TVNZ+,,8,58,0,0,0,0,,0,1
This Week,N/A,BBC One,8,57,0,0,0,0,,0,1
Universe,N/A,BBC Two,8,57,0,0,0,0,,0,1
Push,N/A,ABC,8,55,0,0,0,0,,0,1
Psych,N/A,USA Network,8,53,0,0,0,0,,0,1
