name,streaming,network,mentions,score,consecutive,gain,total mentions,total top,last date,total score,week added
Love,N/A,MBC,83,444,0,0,0,0,,0,1
Star Wars: Andor,Disney+,,56,609,0,0,0,0,,0,1
Dark,Netflix,,35,301,0,0,0,0,,0,1
Evil,Paramount+,,35,241,0,0,0,0,,0,1
The Peripheral,Prime Video,,29,216,0,0,0,0,,0,1
Queen,MX Player,,25,149,0,0,0,0,,0,1
The Devil,N/A,KBS2,24,176,0,0,0,0,,0,1
Amazon,N/A,Syndication,24,153,0,0,0,0,,0,1
Black,N/A,OCN,23,102,0,0,0,0,,0,1
Interview with the Vampire,AMC+,,20,316,0,0,0,0,,0,1
Itch,N/A,ABC ME,19,95,0,0,0,0,,0,1
Family,N/A,ITV1,19,64,0,0,0,0,,0,1
Thriller,N/A,ITV1,17,61,0,0,0,0,,0,1
Anno,N/A,NRK1,16,50,0,0,0,0,,0,1
The Devil's Hour,Prime Video,,15,107,0,0,0,0,,0,1
Sona,YouTube,,15,60,0,0,0,0,,0,1
House,N/A,FOX,15,53,0,0,0,0,,0,1
Atlanta,N/A,FX,14,101,0,0,0,0,,0,1
Delete,N/A,REELZ,14,100,0,0,0,0,,0,1
Television,N/A,ITV1,14,93,0,0,0,0,,0,1
The White Lotus,N/A,HBO,14,88,0,0,0,0,,0,1
The Act,Hulu,,14,62,0,0,0,0,,0,1
The Serpent,BBC iPlayer,,13,105,0,0,0,0,,0,1
The Serpent Queen,N/A,STARZ,13,105,0,0,0,0,,0,1
Pose,N/A,FX,13,57,0,0,0,0,,0,1
Loving,N/A,ABC,13,56,0,0,0,0,,0,1
Honest,N/A,ITV1,13,48,0,0,0,0,,0,1
Trying,Apple TV+,,13,26,0,0,0,0,,0,1
Universe,N/A,BBC Two,12,64,0,0,0,0,,0,1
Persona,Netflix,,12,53,0,0,0,0,,0,1
Inside Man,N/A,Zhejiang TV,12,53,0,0,0,0,,0,1
Murder,N/A,BBC Two,12,44,0,0,0,0,,0,1
Blind,TVING,tvN,12,42,0,0,0,0,,0,1
House of the Dragon,N/A,HBO,12,32,0,0,0,0,,0,1
This Week,N/A,BBC One,11,87,0,0,0,0,,0,1
Bust,N/A,ITV1,11,79,0,0,0,0,,0,1
ReBoot,N/A,YTV,11,37,0,0,0,0,,0,1
Reboot,Hulu,,11,37,0,0,0,0,,0,1
Blockbuster,Netflix,,10,78,0,0,0,0,,0,1
Wanted,N/A,SBS,10,73,0,0,0,0,,0,1
