name,streaming,network,mentions,score,consecutive,gain,total mentions,total top,last date,total score,week added
Severance,Apple TV+,,94,1428,0,0,0,0,,0,1
Love,N/A,MBC,93,474,0,0,0,0,,0,1
Pachinko,Apple TV+,,33,519,0,0,0,0,,0,1
Moon Knight,Disney+,,31,226,0,0,0,0,,0,1
Halo,Paramount+,,29,182,0,0,0,0,,0,1
Atlanta,N/A,FX,25,214,0,0,0,0,,0,1
Television,N/A,ITV1,23,346,0,0,0,0,,0,1
Dark,Netflix,,23,150,0,0,0,0,,0,1
VICE,N/A,Showtime,21,111,0,0,0,0,,0,1
Slow Horses,Apple TV+,,20,229,0,0,0,0,,0,1
Trying,Apple TV+,,20,82,0,0,0,0,,0,1
Happy,N/A,NBC,20,31,0,0,0,0,,0,1
Flag,N/A,Sky PerfecTV,19,188,0,0,0,0,,0,1
Sona,YouTube,,19,97,0,0,0,0,,0,1
Winning Time: The Rise of the Lakers Dynasty,N/A,HBO,17,178,0,0,0,0,,0,1
Julia,N/A,LBCI,16,98,0,0,0,0,,0,1
Persona,Netflix,,16,98,0,0,0,0,,0,1
Blind,TVING,tvN,15,88,0,0,0,0,,0,1
Lost,N/A,jTBC,15,77,0,0,0,0,,0,1
Believe,N/A,NBC,15,64,0,0,0,0,,0,1
Anne,N/A,ITV1,15,53,0,0,0,0,,0,1
Pose,N/A,FX,15,37,0,0,0,0,,0,1
Our Flag Means Death,HBO Max,,14,168,0,0,0,0,,0,1
Minx,HBO Max,,14,137,0,0,0,0,,0,1
The Dropout,Hulu,,14,92,0,0,0,0,,0,1
Away,Netflix,,14,79,0,0,0,0,,0,1
The Rig,Prime Video,,14,59,0,0,0,0,,0,1
Friends,N/A,ABC,14,58,0,0,0,0,,0,1
Honest,N/A,ITV1,13,134,0,0,0,0,,0,1
The Act,Hulu,,13,89,0,0,0,0,,0,1
Black,N/A,OCN,13,77,0,0,0,0,,0,1
Anno,N/A,NRK1,13,58,0,0,0,0,,0,1
Played,N/A,CTV,12,43,0,0,0,0,,0,1
House,N/A,FOX,12,33,0,0,0,0,,0,1
Home,Apple TV+,,12,32,0,0,0,0,,0,1
Delete,N/A,REELZ,12,17,0,0,0,0,,0,1
For All Mankind,Apple TV+,,11,87,0,0,0,0,,0,1
Peaky Blinders,N/A,BBC One,11,68,0,0,0,0,,0,1
Kingdom,N/A,Mnet,11,65,0,0,0,0,,0,1
Sent,N/A,HBO Asia,11,57,0,0,0,0,,0,1
Devs,Hulu,,10,101,0,0,0,0,,0,1
Family,N/A,ITV1,10,70,0,0,0,0,,0,1
Cult,N/A,The CW,10,68,0,0,0,0,,0,1
The Plot,Disney+,,10,68,0,0,0,0,,0,1
Better Call Saul,N/A,AMC,10,63,0,0,0,0,,0,1
Peacemaker,HBO Max,,10,62,0,0,0,0,,0,1
Voice,N/A,OCN,10,61,0,0,0,0,,0,1
Class,BBC Three,,10,57,0,0,0,0,,0,1
Rising,Hill.TV,,10,51,0,0,0,0,,0,1
Release,Topic,,10,47,0,0,0,0,,0,1
Wanted,N/A,SBS,10,42,0,0,0,0,,0,1
Amazon,N/A,Syndication,10,22,0,0,0,0,,0,1
Snowfall,N/A,FX,9,75,0,0,0,0,,0,1
The Premise,Hulu,,9,73,0,0,0,0,,0,1
Alone,N/A,History,9,72,0,0,0,0,,0,1
Loving,N/A,ABC,9,66,0,0,0,0,,0,1
Mad Men,N/A,AMC,9,65,0,0,0,0,,0,1
My Brilliant Friend,N/A,Rai 1,9,63,0,0,0,0,,0,1
The Middle,N/A,ABC,9,55,0,0,0,0,,0,1
Justified,N/A,FX,9,50,0,0,0,0,,0,1
Rain,MX Player,,9,46,0,0,0,0,,0,1
Push,N/A,ABC,9,42,0,0,0,0,,0,1
School,N/A,BBC Two,9,30,0,0,0,0,,0,1
Thriller,N/A,ITV1,9,29,0,0,0,0,,0,1
Aspe,N/A,VTM,9,27,0,0,0,0,,0,1
The Wire,N/A,HBO,9,26,0,0,0,0,,0,1
Move,Netflix,,9,25,0,0,0,0,,0,1
Cross,Prime Video,,9,21,0,0,0,0,,0,1
This Week,N/A,BBC One,8,142,0,0,0,0,,0,1
The Thing,N/A,NBC,8,55,0,0,0,0,,0,1
Elementary,N/A,CBS,8,48,0,0,0,0,,0,1
Slow Burn,N/A,EPIX,8,47,0,0,0,0,,0,1
Human,Disney+ Hotstar,,8,45,0,0,0,0,,0,1
Chance,Hulu,,8,39,0,0,0,0,,0,1
Money,N/A,BBC Two,8,39,0,0,0,0,,0,1
Treme,N/A,HBO,8,35,0,0,0,0,,0,1
Parents,N/A,Sky Showcase,8,34,0,0,0,0,,0,1
Case,N/A,Stöð 2,8,29,0,0,0,0,,0,1
The Gilded Age,N/A,HBO,7,51,0,0,0,0,,0,1
Ted Lasso,Apple TV+,,7,51,0,0,0,0,,0,1
Crash,N/A,STARZ,7,49,0,0,0,0,,0,1
Welcome,N/A,KBS2,7,49,0,0,0,0,,0,1
Itch,N/A,ABC ME,7,49,0,0,0,0,,0,1
Lore,Prime Video,,7,47,0,0,0,0,,0,1
