name,streaming,network,mentions,score,consecutive,gain,total mentions,total top,last date,total score,week added
Love,N/A,MBC,80,581,0,0,0,0,,0,1
1899,Netflix,,65,803,0,0,0,0,,0,1
Star Wars: Andor,Disney+,,63,603,0,0,0,0,,0,1
Dark,Netflix,,48,483,0,0,0,0,,0,1
The White Lotus,N/A,HBO,28,300,0,0,0,0,,0,1
The English,BBC iPlayer,,25,107,0,0,0,0,,0,1
Lost,N/A,jTBC,19,144,0,0,0,0,,0,1
Evil,Paramount+,,19,88,0,0,0,0,,0,1
The Peripheral,Prime Video,,18,201,0,0,0,0,,0,1
Atlanta,N/A,FX,18,97,0,0,0,0,,0,1
The Act,Hulu,,16,132,0,0,0,0,,0,1
Home,Apple TV+,,16,62,0,0,0,0,,0,1
The Bear,Hulu,,16,59,0,0,0,0,,0,1
The Plot,Disney+,,15,117,0,0,0,0,,0,1
Rising,Hill.TV,,14,104,0,0,0,0,,0,1
Trying,Apple TV+,,14,54,0,0,0,0,,0,1
The Crown,Netflix,,13,119,0,0,0,0,,0,1
Dead to Me,Netflix,,13,97,0,0,0,0,,0,1
Stone,N/A,ABC,13,81,0,0,0,0,,0,1
The Devil,N/A,KBS2,13,59,0,0,0,0,,0,1
Severance,Apple TV+,,12,104,0,0,0,0,,0,1
This Week,N/A,BBC One,12,72,0,0,0,0,,0,1
Honest,N/A,ITV1,12,47,0,0,0,0,,0,1
Family,N/A,ITV1,12,39,0,0,0,0,,0,1
Black,N/A,OCN,12,39,0,0,0,0,,0,1
Move,Netflix,,12,6,0,0,0,0,,0,1
Mother,N/A,tvN,11,94,0,0,0,0,,0,1
The Great,Hulu,,11,89,0,0,0,0,,0,1
Yellowstone,N/A,Paramount Network,11,70,0,0,0,0,,0,1
Wednesday,Netflix,,11,51,0,0,0,0,,0,1
The Devil's Hour,Prime Video,,11,39,0,0,0,0,,0,1
Elementary,N/A,CBS,10,83,0,0,0,0,,0,1
Anne,N/A,ITV1,10,64,0,0,0,0,,0,1
Review,N/A,Comedy Central,10,51,0,0,0,0,,0,1
Ella,N/A,VTM,10,46,0,0,0,0,,0,1
Catch,N/A,NPO 3,9,116,0,0,0,0,,0,1
Queen,MX Player,,9,89,0,0,0,0,,0,1
Pose,N/A,FX,9,71,0,0,0,0,,0,1
Anno,N/A,NRK1,9,71,0,0,0,0,,0,1
Persona,Netflix,,9,65,0,0,0,0,,0,1
Sona,YouTube,,9,65,0,0,0,0,,0,1
Inside Job,Netflix,,9,58,0,0,0,0,,0,1
Kept,N/A,VH1,9,56,0,0,0,0,,0,1
Hero,N/A,MBC,9,55,0,0,0,0,,0,1
Class,BBC Three,,9,53,0,0,0,0,,0,1
Sign,N/A,TV Asahi,9,52,0,0,0,0,,0,1
Station Eleven,HBO Max,,9,52,0,0,0,0,,0,1
Gate,N/A,Tokyo MX,9,44,0,0,0,0,,0,1
Fleishman is in Trouble,Hulu,,9,37,0,0,0,0,,0,1
Rogue,N/A,Audience Network,9,28,0,0,0,0,,0,1
The Leftovers,N/A,HBO,8,94,0,0,0,0,,0,1
House of the Dragon,N/A,HBO,8,65,0,0,0,0,,0,1
Mythic Quest,Apple TV+,,8,63,0,0,0,0,,0,1
Loving,N/A,ABC,8,52,0,0,0,0,,0,1
Release,Topic,,8,50,0,0,0,0,,0,1
Played,N/A,CTV,8,49,0,0,0,0,,0,1
Rain,MX Player,,8,49,0,0,0,0,,0,1
Sent,N/A,HBO Asia,8,41,0,0,0,0,,0,1
School,N/A,BBC Two,8,35,0,0,0,0,,0,1
Blind,TVING,tvN,8,31,0,0,0,0,,0,1
