name,streaming,network,mentions,score,consecutive,gain,total mentions,total top,last date,total score,week added
Reacher,Prime Video,,5,22,0,0,0,0,,0,1
Mood,BBC iPlayer,,5,22,0,0,0,0,,0,1
Mare of Easttown,N/A,HBO,5,21,0,0,0,0,,0,1
Six Feet Under,N/A,HBO,5,20,0,0,0,0,,0,1
1883,Paramount+,,5,19,0,0,0,0,,0,1
Murderville,Netflix,,5,19,0,0,0,0,,0,1
Mani,Brat,,5,18,0,0,0,0,,0,1
Popular,N/A,The WB,5,17,0,0,0,0,,0,1
The Americans,N/A,NBC,5,16,0,0,0,0,,0,1
Mental,France tv slash,,5,15,0,0,0,0,,0,1
Money,N/A,BBC Two,5,15,0,0,0,0,,0,1
Class,BBC Three,,5,12,0,0,0,0,,0,1
Burn Notice,N/A,USA Network,5,11,0,0,0,0,,0,1
Caught,N/A,CBC,5,11,0,0,0,0,,0,1
Dogs,Netflix,,5,8,0,0,0,0,,0,1
Rain,MX Player,,5,7,0,0,0,0,,0,1
The Great,Hulu,,5,2,0,0,0,0,,0,1
Space,N/A,CBS,4,80,0,0,0,0,,0,1
Chainsaw Man,N/A,TV Tokyo,4,44,0,0,0,0,,0,1
Grant,N/A,History,4,38,0,0,0,0,,0,1
Black Bird,Apple TV+,,4,36,0,0,0,0,,0,1
Anna,N/A,Sky Atlantic,4,34,0,0,0,0,,0,1
Sable,N/A,ABC,4,33,0,0,0,0,,0,1
The Devil,N/A,KBS2,4,33,0,0,0,0,,0,1
Marc,N/A,ITV1,4,33,0,0,0,0,,0,1
Rectify,N/A,Sundance TV,4,30,0,0,0,0,,0,1
Superstore,N/A,NBC,4,28,0,0,0,0,,0,1
The Premise,Hulu,,4,28,0,0,0,0,,0,1
Silicon Valley,N/A,HBO,4,27,0,0,0,0,,0,1
Icon,N/A,Hallmark Channel,4,27,0,0,0,0,,0,1
Woman,N/A,NTV,4,26,0,0,0,0,,0,1
College,N/A,Italia 1,4,26,0,0,0,0,,0,1
Psycho,N/A,ARTE,4,24,0,0,0,0,,0,1
Get Shorty,N/A,EPIX,4,23,0,0,0,0,,0,1
Stuck,N/A,TLC,4,23,0,0,0,0,,0,1
The Walking Dead,AMC+,,4,22,0,0,0,0,,0,1
Banshee,N/A,Cinemax,4,22,0,0,0,0,,0,1
The Capture,BBC iPlayer,,4,22,0,0,0,0,,0,1
Ramo,N/A,Show TV,4,22,0,0,0,0,,0,1
Empire,N/A,CBS,4,21,0,0,0,0,,0,1
Shadows,N/A,ITV1,4,21,0,0,0,0,,0,1
What We Do in the Shadows,N/A,FX,4,21,0,0,0,0,,0,1
The Peripheral,Prime Video,,4,21,0,0,0,0,,0,1
Alif,N/A,Geo Entertainment,4,21,0,0,0,0,,0,1
Scrubs,N/A,ABC,4,19,0,0,0,0,,0,1
Alone,N/A,History,4,19,0,0,0,0,,0,1
Cult,N/A,The CW,4,18,0,0,0,0,,0,1
For All Mankind,Apple TV+,,4,18,0,0,0,0,,0,1
Fleishman is in Trouble,Hulu,,4,18,0,0,0,0,,0,1
School,N/A,BBC Two,4,17,0,0,0,0,,0,1
Taken,N/A,NBC,4,16,0,0,0,0,,0,1
Skin,N/A,FOX,4,15,0,0,0,0,,0,1
Cheer,Netflix,,4,15,0,0,0,0,,0,1
Zero,Netflix,,4,15,0,0,0,0,,0,1
Bang,N/A,S4C,4,14,0,0,0,0,,0,1
With You,iQIYI,,4,14,0,0,0,0,,0,1
Never Have I Ever,Netflix,,4,14,0,0,0,0,,0,1
Sisters,N/A,Network 10,4,13,0,0,0,0,,0,1
100%,N/A,Channel 5,4,13,0,0,0,0,,0,1
Asur,Voot,,4,13,0,0,0,0,,0,1
Bad Sisters,Apple TV+,,4,13,0,0,0,0,,0,1
Derry Girls,N/A,Channel 4,4,11,0,0,0,0,,0,1
Stupid,N/A,BBC One,4,11,0,0,0,0,,0,1
Baby,Netflix,,4,11,0,0,0,0,,0,1
The Plot,Disney+,,4,11,0,0,0,0,,0,1
Anne,N/A,ITV1,4,10,0,0,0,0,,0,1
Five,N/A,Fuji TV,4,10,0,0,0,0,,0,1
Warrior,HBO Max,,4,9,0,0,0,0,,0,1
Reservation Dogs,Hulu,,4,9,0,0,0,0,,0,1
Treme,N/A,HBO,4,8,0,0,0,0,,0,1
ReBoot,N/A,YTV,4,8,0,0,0,0,,0,1
Blue,Hulu,,4,8,0,0,0,0,,0,1
Safe,Netflix,,4,8,0,0,0,0,,0,1
Feel Good,Netflix,,4,8,0,0,0,0,,0,1
Reboot,Hulu,,4,8,0,0,0,0,,0,1
Missing,N/A,BBC One,4,7,0,0,0,0,,0,1
The Case,N/A,BBC One,4,7,0,0,0,0,,0,1
Move,Netflix,,4,7,0,0,0,0,,0,1
Brain,N/A,KBS2,4,6,0,0,0,0,,0,1
Reign,N/A,The CW,4,4,0,0,0,0,,0,1
Billions,N/A,Showtime,4,4,0,0,0,0,,0,1
Beyond,N/A,FreeForm,4,4,0,0,0,0,,0,1
Peaking,Red Bull TV,,4,4,0,0,0,0,,0,1
Mad Men,N/A,AMC,4,3,0,0,0,0,,0,1
Chance,Hulu,,4,3,0,0,0,0,,0,1
Euphoria,N/A,HOT3,4,3,0,0,0,0,,0,1
Jerk,N/A,BBC Three,4,3,0,0,0,0,,0,1
Mother,N/A,tvN,4,1,0,0,0,0,,0,1
Game of Thrones,N/A,HBO,4,-5,0,0,0,0,,0,1
Stranger Things,Netflix,,3,37,0,0,0,0,,0,1
Person of Interest,N/A,CBS,3,35,0,0,0,0,,0,1
Tokyo Vice,HBO Max,,3,33,0,0,0,0,,0,1
Homeland,N/A,Showtime,3,29,0,0,0,0,,0,1
Your Honor,SonyLIV,,3,27,0,0,0,0,,0,1
House of Cards,N/A,BBC One,3,26,0,0,0,0,,0,1
Peacemaker,HBO Max,,3,25,0,0,0,0,,0,1
Luck,N/A,HBO,3,24,0,0,0,0,,0,1
The Devil's Hour,Prime Video,,3,24,0,0,0,0,,0,1
Tulsa King,Paramount+,,3,23,0,0,0,0,,0,1
Addict,N/A,TF1,3,22,0,0,0,0,,0,1
Working,N/A,NBC,3,21,0,0,0,0,,0,1
Terror,N/A,Viceland,3,21,0,0,0,0,,0,1
Palace,N/A,Hunan TV,3,20,0,0,0,0,,0,1
Peacock,BBC iPlayer,,3,20,0,0,0,0,,0,1
Traitors,N/A,Channel 4,3,19,0,0,0,0,,0,1
The Sandman,Netflix,,3,19,0,0,0,0,,0,1
The Traitors,N/A,Network 10,3,19,0,0,0,0,,0,1
Traitor,N/A,HOT3,3,19,0,0,0,0,,0,1
The Holiday,N/A,Channel 5,3,18,0,0,0,0,,0,1
Borgen,N/A,DR1,3,17,0,0,0,0,,0,1
Emily in Paris,Netflix,,3,17,0,0,0,0,,0,1
Party Down,N/A,STARZ,3,16,0,0,0,0,,0,1
Bosch,Prime Video,,3,16,0,0,0,0,,0,1
Dive,N/A,BBC Two,3,16,0,0,0,0,,0,1
Slow Burn,N/A,EPIX,3,16,0,0,0,0,,0,1
Willow,Disney+,,3,16,0,0,0,0,,0,1
Rogue,N/A,Audience Network,3,15,0,0,0,0,,0,1
Players,Paramount+,,3,15,0,0,0,0,,0,1
Taskmaster,N/A,RTP1,3,15,0,0,0,0,,0,1
The Boys,Prime Video,,3,15,0,0,0,0,,0,1
Cheers,N/A,Telecinco,3,14,0,0,0,0,,0,1
Normal People,BBC Three,,3,14,0,0,0,0,,0,1
Honour,N/A,ITV1,3,14,0,0,0,0,,0,1
Target,N/A,BBC One,3,14,0,0,0,0,,0,1
Blind,TVING,tvN,3,14,0,0,0,0,,0,1
Forever,Netflix,,3,13,0,0,0,0,,0,1
The Net,N/A,USA Network,3,13,0,0,0,0,,0,1
Hunters,Prime Video,,3,13,0,0,0,0,,0,1
Narcos,Netflix,,3,13,0,0,0,0,,0,1
Hunter,N/A,CBS,3,13,0,0,0,0,,0,1
Producer,N/A,KBS2,3,13,0,0,0,0,,0,1
Letterkenny,CraveTV,,3,13,0,0,0,0,,0,1
Watchmen,N/A,HBO,3,13,0,0,0,0,,0,1
The Lord of the Rings: The Rings of Power,Prime Video,,3,13,0,0,0,0,,0,1
Dickinson,Apple TV+,,3,13,0,0,0,0,,0,1
Kingdom,N/A,Mnet,3,12,0,0,0,0,,0,1
The Thick of It,N/A,BBC Four,3,12,0,0,0,0,,0,1
The Good Place,N/A,NBC,3,12,0,0,0,0,,0,1
Future Man,Hulu,,3,12,0,0,0,0,,0,1
Aspe,N/A,VTM,3,12,0,0,0,0,,0,1
The Line,Apple TV+,,3,12,0,0,0,0,,0,1
Halo,Paramount+,,3,12,0,0,0,0,,0,1
Defending Jacob,Apple TV+,,3,12,0,0,0,0,,0,1
Echo,Disney+,,3,12,0,0,0,0,,0,1
Broadchurch,N/A,ITV1,3,11,0,0,0,0,,0,1
Colony,N/A,USA Network,3,11,0,0,0,0,,0,1
Sex Education,Netflix,,3,11,0,0,0,0,,0,1
Black Summer,Netflix,,3,11,0,0,0,0,,0,1
Dude,Prime Video,,3,11,0,0,0,0,,0,1
Suits,N/A,Fuji TV,3,10,0,0,0,0,,0,1
Younger,Paramount+,,3,10,0,0,0,0,,0,1
Heist,Netflix,,3,10,0,0,0,0,,0,1
Hard Time,N/A,National Geographic Channel,3,10,0,0,0,0,,0,1
The Outs,Vimeo,,3,10,0,0,0,0,,0,1
Unbelievable,Netflix,,3,10,0,0,0,0,,0,1
Redemption,N/A,Virgin Media One,3,10,0,0,0,0,,0,1
STEVE,N/A,Syndication,3,9,0,0,0,0,,0,1
Soundtrack,Netflix,,3,9,0,0,0,0,,0,1
Dips,SVT Play,,3,9,0,0,0,0,,0,1
Monk,N/A,USA Network,3,8,0,0,0,0,,0,1
Rush,N/A,Network 10,3,8,0,0,0,0,,0,1
Skins,N/A,MTV,3,7,0,0,0,0,,0,1
The Family,Netflix,,3,7,0,0,0,0,,0,1
As If,N/A,UPN,3,7,0,0,0,0,,0,1
Search,N/A,OCN,3,7,0,0,0,0,,0,1
Toon,KPN Presenteert,,3,7,0,0,0,0,,0,1
Cold,go90,,3,7,0,0,0,0,,0,1
Lodge 49,AMC Premiere,AMC,3,7,0,0,0,0,,0,1
Dennis,N/A,VTM,3,7,0,0,0,0,,0,1
Midnight Mass,Netflix,,3,7,0,0,0,0,,0,1
Twin Peaks,N/A,Showtime,3,6,0,0,0,0,,0,1
Sherlock,N/A,BBC One,3,6,0,0,0,0,,0,1
Misfits,N/A,E4,3,6,0,0,0,0,,0,1
Legit,N/A,BBC One,3,6,0,0,0,0,,0,1
Devs,Hulu,,3,6,0,0,0,0,,0,1
Family Business,Netflix,,3,6,0,0,0,0,,0,1
Leverage,N/A,TV Chosun,3,5,0,0,0,0,,0,1
Saved,N/A,TNT,3,5,0,0,0,0,,0,1
Ella,N/A,VTM,3,5,0,0,0,0,,0,1
Beat,Prime Video,,3,5,0,0,0,0,,0,1
The Office,Shahid,,3,4,0,0,0,0,,0,1
Drive,N/A,FOX,3,4,0,0,0,0,,0,1
The Word,N/A,CBS,3,3,0,0,0,0,,0,1
And Then There Were None,N/A,BBC One,3,3,0,0,0,0,,0,1
Out There,N/A,IFC,3,3,0,0,0,0,,0,1
Cowboys,N/A,ITV1,3,3,0,0,0,0,,0,1
Random,YouTube,,3,3,0,0,0,0,,0,1
Suspense,N/A,BBC One,3,-7,0,0,0,0,,0,1
Major,N/A,NHK,3,-7,0,0,0,0,,0,1
The Spa,N/A,Sky Witness,2,88,0,0,0,0,,0,1
The Sopranos,N/A,HBO,2,46,0,0,0,0,,0,1
GLOW,Netflix,,2,31,0,0,0,0,,0,1
Resident Alien,N/A,Syfy,2,31,0,0,0,0,,0,1
Alien,N/A,FX,2,31,0,0,0,0,,0,1
Giri/Haji,BBC iPlayer,,2,30,0,0,0,0,,0,1
New Worlds,N/A,Channel 4,2,28,0,0,0,0,,0,1
New World,Netflix,,2,28,0,0,0,0,,0,1
Wanna,Netflix,,2,27,0,0,0,0,,0,1
Boardwalk Empire,N/A,HBO,2,26,0,0,0,0,,0,1
Ozark,Netflix,,2,23,0,0,0,0,,0,1
Simon,N/A,France 5,2,23,0,0,0,0,,0,1
Interview with the Vampire,AMC+,,2,22,0,0,0,0,,0,1
Strangers,N/A,ITV1,2,20,0,0,0,0,,0,1
Threads,go90,,2,18,0,0,0,0,,0,1
Supernatural,N/A,BBC One,2,17,0,0,0,0,,0,1
Clue,N/A,Discovery Family,2,17,0,0,0,0,,0,1
The Morning Show,Apple TV+,,2,17,0,0,0,0,,0,1
Echo 3,Apple TV+,,2,17,0,0,0,0,,0,1
Coast,N/A,BBC Two,2,16,0,0,0,0,,0,1
Monster,N/A,NRK1,2,15,0,0,0,0,,0,1
Flowers,N/A,Channel 4,2,15,0,0,0,0,,0,1
Dope,Netflix,,2,15,0,0,0,0,,0,1
Mary,N/A,CBS,2,15,0,0,0,0,,0,1
The Crew,N/A,FOX,2,15,0,0,0,0,,0,1
Dopesick,Hulu,,2,15,0,0,0,0,,0,1
Doctor Who,N/A,BBC One,2,14,0,0,0,0,,0,1
Hotel,N/A,M-Net,2,14,0,0,0,0,,0,1
The Queen,N/A,Channel 4,2,14,0,0,0,0,,0,1
The Hotel,N/A,Channel 4,2,14,0,0,0,0,,0,1
Medici,N/A,Rai 1,2,14,0,0,0,0,,0,1
Halfway,N/A,BBC Two Wales,2,14,0,0,0,0,,0,1
The Old Man,N/A,FX,2,14,0,0,0,0,,0,1
Californication,N/A,Showtime,2,13,0,0,0,0,,0,1
Friday Night Lights,N/A,NBC,2,13,0,0,0,0,,0,1
The Terror,N/A,AMC,2,13,0,0,0,0,,0,1
All In,N/A,SBS,2,13,0,0,0,0,,0,1
Coach,N/A,ABC,2,12,0,0,0,0,,0,1
Barbarians,N/A,History,2,12,0,0,0,0,,0,1
Evolve,N/A,History,2,12,0,0,0,0,,0,1
Tehran,Apple TV+,,2,12,0,0,0,0,,0,1
Regret,Shahid,,2,12,0,0,0,0,,0,1
Revenge,N/A,ABC,2,11,0,0,0,0,,0,1
Happy Valley,N/A,BBC One,2,11,0,0,0,0,,0,1
Snowfall,N/A,FX,2,11,0,0,0,0,,0,1
Grand,N/A,NBC,2,11,0,0,0,0,,0,1
Condor,Pickbox NOW,,2,11,0,0,0,0,,0,1
Kidding,N/A,Showtime,2,11,0,0,0,0,,0,1
Broke,N/A,CBS,2,11,0,0,0,0,,0,1
I Hate Suzie,Sky Go,,2,11,0,0,0,0,,0,1
The Patient,Hulu,,2,11,0,0,0,0,,0,1
David,N/A,TNT,2,10,0,0,0,0,,0,1
Wasted,N/A,E4,2,10,0,0,0,0,,0,1
The Edge,N/A,FOX,2,10,0,0,0,0,,0,1
Somewhere Between,N/A,ABC,2,10,0,0,0,0,,0,1
Manifest,Netflix,,2,10,0,0,0,0,,0,1
Possessed,N/A,OCN,2,10,0,0,0,0,,0,1
Trace,N/A,Fuji TV,2,10,0,0,0,0,,0,1
Servant,Apple TV+,,2,10,0,0,0,0,,0,1
Hollywood,Netflix,,2,10,0,0,0,0,,0,1
Agent,Netflix,,2,10,0,0,0,0,,0,1
Posse,N/A,MTV3,2,10,0,0,0,0,,0,1
The Honourable Woman,N/A,BBC Two,2,9,0,0,0,0,,0,1
The Shadow Line,N/A,BBC Two,2,9,0,0,0,0,,0,1
Doubt,N/A,CBS,2,9,0,0,0,0,,0,1
Ghost,N/A,SBS,2,9,0,0,0,0,,0,1
GOLD,N/A,Fuji TV,2,9,0,0,0,0,,0,1
The Righteous Gemstones,N/A,HBO,2,9,0,0,0,0,,0,1
Ghosts,N/A,CBS,2,9,0,0,0,0,,0,1
Black Earth Rising,N/A,BBC Two,2,9,0,0,0,0,,0,1
Warrior Nun,Netflix,,2,9,0,0,0,0,,0,1
White Collar,N/A,USA Network,2,8,0,0,0,0,,0,1
The Crown,Netflix,,2,8,0,0,0,0,,0,1
Amber,N/A,RTÉ ONE,2,8,0,0,0,0,,0,1
So Weird,N/A,Disney Channel,2,8,0,0,0,0,,0,1
Liar,N/A,ITV1,2,8,0,0,0,0,,0,1
Sara,N/A,RTP2,2,8,0,0,0,0,,0,1
exception,Netflix,,2,8,0,0,0,0,,0,1
Irreverent,Peacock,,2,8,0,0,0,0,,0,1
Bling,N/A,ITV1,2,8,0,0,0,0,,0,1
Dexter,N/A,Showtime,2,7,0,0,0,0,,0,1
My Hero,N/A,NBC,2,7,0,0,0,0,,0,1
Preacher,N/A,AMC,2,7,0,0,0,0,,0,1
Preach,N/A,Lifetime,2,7,0,0,0,0,,0,1
Screenplay,N/A,BBC Two,2,7,0,0,0,0,,0,1
The Movies,N/A,CNN,2,7,0,0,0,0,,0,1
I Quit,N/A,Discovery Channel,2,7,0,0,0,0,,0,1
Choose,N/A,One31,2,7,0,0,0,0,,0,1
Band of Brothers,N/A,HBO,2,6,0,0,0,0,,0,1
Cold Case,N/A,WOWOW,2,6,0,0,0,0,,0,1
Rita,N/A,TV2,2,6,0,0,0,0,,0,1
Brothers,N/A,Showtime,2,6,0,0,0,0,,0,1
Coming Up,N/A,Channel 4,2,6,0,0,0,0,,0,1
Santa Clarita Diet,Netflix,,2,6,0,0,0,0,,0,1
Innocent,N/A,ITV1,2,6,0,0,0,0,,0,1
Toma,N/A,ABC,2,6,0,0,0,0,,0,1
Chef,N/A,Fuji TV,2,6,0,0,0,0,,0,1
Impossible,N/A,BBC One,2,6,0,0,0,0,,0,1
William,N/A,BBC One,2,6,0,0,0,0,,0,1
ALEX,Viaplay,,2,6,0,0,0,0,,0,1
Explained,Netflix,,2,6,0,0,0,0,,0,1
The Third Day,N/A,HBO,2,6,0,0,0,0,,0,1
High School,Amazon Freevee,,2,6,0,0,0,0,,0,1
Snowy,N/A,Nine Network,2,6,0,0,0,0,,0,1
Big Boys,All 4,,2,6,0,0,0,0,,0,1
Castle,N/A,ABC,2,5,0,0,0,0,,0,1
Murder in Successville,BBC Three,,2,5,0,0,0,0,,0,1
Bad Guy,N/A,SBS,2,5,0,0,0,0,,0,1
The Night Of,N/A,HBO,2,5,0,0,0,0,,0,1
Limit,N/A,TV Tokyo,2,5,0,0,0,0,,0,1
Mine,N/A,tvN,2,5,0,0,0,0,,0,1
Deadwood,N/A,HBO,2,4,0,0,0,0,,0,1
Big Little Lies,N/A,HBO,2,4,0,0,0,0,,0,1
NOVA,N/A,PBS,2,4,0,0,0,0,,0,1
Good Omens,Prime Video,,2,4,0,0,0,0,,0,1
Epic,N/A,Destination America,2,4,0,0,0,0,,0,1
4400,N/A,The CW,2,4,0,0,0,0,,0,1
Leverage: Redemption,Amazon Freevee,,2,4,0,0,0,0,,0,1
Halt and Catch Fire,N/A,AMC,2,3,0,0,0,0,,0,1
Glue,N/A,E4,2,3,0,0,0,0,,0,1
Extra,N/A,Syndication,2,3,0,0,0,0,,0,1
River,N/A,BBC One,2,3,0,0,0,0,,0,1
Suspects,Videoland,,2,3,0,0,0,0,,0,1
Guilt,BBC iPlayer,,2,3,0,0,0,0,,0,1
Bust,N/A,ITV1,2,3,0,0,0,0,,0,1
99.9,N/A,TBS,2,3,0,0,0,0,,0,1
Sharp Objects,N/A,HBO,2,3,0,0,0,0,,0,1
Gone,N/A,Investigation Discovery,2,3,0,0,0,0,,0,1
The Bureau,N/A,Investigation Discovery,2,3,0,0,0,0,,0,1
The Accident,N/A,Channel 4,2,3,0,0,0,0,,0,1
Station Eleven,HBO Max,,2,3,0,0,0,0,,0,1
Grace,N/A,HBO Asia,2,3,0,0,0,0,,0,1
Suspect,N/A,Channel 4,2,3,0,0,0,0,,0,1
Sunny,Apple TV+,,2,3,0,0,0,0,,0,1
Orleans,N/A,CBS,2,3,0,0,0,0,,0,1
Snatch,Crackle,,2,2,0,0,0,0,,0,1
Sally,N/A,SVT1,2,2,0,0,0,0,,0,1
The Box,Viaplay,,2,2,0,0,0,0,,0,1
Abbott Elementary,N/A,ABC,2,2,0,0,0,0,,0,1
The Glass,N/A,ITV1,2,2,0,0,0,0,,0,1
The Island,N/A,Dave,2,1,0,0,0,0,,0,1
The Outsider,N/A,HBO,2,1,0,0,0,0,,0,1
National Treasure,N/A,Channel 4,2,1,0,0,0,0,,0,1
